Date, Timestamp,Light Power Meter: Irradiance (mW/cm2),Cl2 LabJack: Cl2 Node A (mV),Cl2 LabJack: Cl2 Node B (mV),Reactor TC: Temperature,UV Light: Status Selection,UV Light: Actual Status,FTIR: CH4 (ppm),FTIR: CO2 (ppm),FTIR: H2O (%),FTIR: CO (ppm),FTIR: HCL (ppm),FTIR: CH2O (ppm),FTIR: CH2O2 (ppm),FTIR: CH3Cl (ppm),FTIR: NO (ppm),FTIR: NH3 (ppm),FTIR: Toluene (ppm),Picarro: CH4 (ppm),Picarro: CO2 (ppm),Picarro: H2O (vol %),Methane MFC: Gas Selection,Methane MFC: Mode Selection,Methane MFC: Setpoint Entry,Methane MFC: Device Gas,Methane MFC: Device Mode,Methane MFC: Device Setpoint,Methane MFC: Actual Flow,LF N2 MFC: Gas Selection,LF N2 MFC: Mode Selection,LF N2 MFC: Setpoint Entry,LF N2 MFC: Device Gas,LF N2 MFC: Device Mode,LF N2 MFC: Device Setpoint,LF N2 MFC: Actual Flow,O2 MFC: Gas Selection,O2 MFC: Mode Selection,O2 MFC: Setpoint Entry,O2 MFC: Device Gas,O2 MFC: Device Mode,O2 MFC: Device Setpoint,O2 MFC: Actual Flow,Humid N2 MFC: Gas Selection,Humid N2 MFC: Mode Selection,Humid N2 MFC: Setpoint Entry,Humid N2 MFC: Device Gas,Humid N2 MFC: Device Mode,Humid N2 MFC: Device Setpoint,Humid N2 MFC: Actual Flow,MFM: Gas Selection,MFM: Device Gas,MFM: Actual Flow,Cl2 MFC: Mode Selection,Cl2 MFC: Setpoint Entry,Cl2 MFC: Device Mode,Cl2 MFC: Device Setpoint,Cl2 MFC: Actual Flow,Cl2 MFC: Zero Offset (sccm),Picarro Bypass Valve: Position Selection,Picarro Bypass Valve: Actual Position,Tank Selector Valve: Position Selection,Tank Selector Valve: Actual Position,Bubbler Bypass Valve: Position Selection,Bubbler Bypass Valve: Actual Position,Humidity Probe: Rel. Humidity (%)
02/11/2025,11:49:40,0.02,276.0,1.3,No Reading,Off,Off,226.774,0.036,0.079,267.937,1.541,229.109,0.437,190.959,267.937,1.004,2.788,2.093,436.5238,0.7318,N2,Setpoint,1.5,N2,Setpoint,1.5,1.5,N2,Setpoint,2.0,N2,Setpoint,2.0,2.0,Ar,Setpoint,40.0,Ar,Setpoint,40.0,40.0,N2,Setpoint,48,N2,Setpoint,48.0,49.2,Air,Air,217.8,Setpoint,60,Setpoint,60.0,60.0,0,Picarro,No Reading,1000ppm or 5%,1000ppm or 5%,Bubbler,Bubbler,62.59
02/11/2025,11:49:50,0.02,275.9,1.3,No Reading,Off,Off,227.021,0.039,0.069,268.214,2.415,201.954,0.394,190.959,268.214,1.004,2.788,2.0925,435.9422,0.7301,N2,Setpoint,1.5,N2,Setpoint,1.5,1.5,N2,Setpoint,2.0,N2,Setpoint,2.0,2.0,Ar,Setpoint,40.0,Ar,Setpoint,40.0,40.0,N2,Setpoint,48,N2,Setpoint,48.0,45.8,Air,Air,218.6,Setpoint,60,Setpoint,60.0,60.0,0,Picarro,No Reading,1000ppm or 5%,1000ppm or 5%,Bubbler,Bubbler,62.58
02/11/2025,11:50:00,0.02,276.1,1.3,No Reading,Off,Off,227.021,0.039,0.069,268.214,2.415,201.954,0.394,190.959,268.214,1.004,2.788,2.0921,436.547,0.7296,N2,Setpoint,1.5,N2,Setpoint,1.5,1.5,N2,Setpoint,2.0,N2,Setpoint,2.0,2.0,Ar,Setpoint,40.0,Ar,Setpoint,40.0,40.0,N2,Setpoint,48,N2,Setpoint,48.0,46.3,Air,Air,218.3,Setpoint,60,Setpoint,60.0,59.8,0,Picarro,No Reading,1000ppm or 5%,1000ppm or 5%,Bubbler,Bubbler,62.57
02/11/2025,11:50:10,0.02,276.1,1.3,No Reading,Off,Off,228.163,0.026,0.011,265.748,1.555,215.235,0.423,190.959,265.748,1.004,2.788,2.092,440.7696,0.7304,N2,Setpoint,1.5,N2,Setpoint,1.5,1.5,N2,Setpoint,2.0,N2,Setpoint,2.0,2.0,Ar,Setpoint,40.0,Ar,Setpoint,40.0,40.0,N2,Setpoint,48,N2,Setpoint,48.0,47.6,Air,Air,217.7,Setpoint,60,Setpoint,60.0,59.9,0,Picarro,No Reading,1000ppm or 5%,1000ppm or 5%,Bubbler,Bubbler,62.55
02/11/2025,11:50:20,0.02,276.0,1.3,No Reading,Off,Off,229.858,0.008,-0.014,268.045,2.933,220.682,0.502,190.959,268.045,1.004,2.787,2.0922,441.2083,0.7307,N2,Setpoint,1.5,N2,Setpoint,1.5,1.5,N2,Setpoint,2.0,N2,Setpoint,2.0,2.0,Ar,Setpoint,40.0,Ar,Setpoint,40.0,39.8,N2,Setpoint,48,N2,Setpoint,48.0,47.9,Air,Air,218.3,Setpoint,60,Setpoint,60.0,60.0,0,Picarro,No Reading,1000ppm or 5%,1000ppm or 5%,Bubbler,Bubbler,62.54
02/11/2025,11:50:30,0.02,276.0,1.3,No Reading,Off,Off,230.686,0.038,-0.009,270.602,2.009,231.22,0.506,190.959,270.602,1.004,2.787,2.0919,442.1485,0.7309,N2,Setpoint,1.5,N2,Setpoint,1.5,1.5,N2,Setpoint,2.0,N2,Setpoint,2.0,2.0,Ar,Setpoint,40.0,Ar,Setpoint,40.0,40.1,N2,Setpoint,48,N2,Setpoint,48.0,49.7,Air,Air,217.9,Setpoint,60,Setpoint,60.0,60.0,0,Picarro,No Reading,1000ppm or 5%,1000ppm or 5%,Bubbler,Bubbler,62.53
02/11/2025,11:50:40,0.02,276.2,1.3,No Reading,Off,Off,230.686,0.038,-0.009,270.602,2.009,231.22,0.506,190.959,270.602,1.004,2.787,2.0927,444.5382,0.732,N2,Setpoint,1.5,N2,Setpoint,1.5,1.5,N2,Setpoint,2.0,N2,Setpoint,2.0,2.0,Ar,Setpoint,40.0,Ar,Setpoint,40.0,39.9,N2,Setpoint,48,N2,Setpoint,48.0,46.3,Air,Air,218.0,Setpoint,60,Setpoint,60.0,59.9,0,Picarro,No Reading,1000ppm or 5%,1000ppm or 5%,Bubbler,Bubbler,62.52
02/11/2025,11:50:50,0.02,276.3,1.3,No Reading,Off,Off,229.448,0.041,0.012,270.209,2.895,193.285,0.54,190.959,270.209,1.004,2.787,2.0927,446.4798,0.732,N2,Setpoint,1.5,N2,Setpoint,1.5,1.5,N2,Setpoint,2.0,N2,Setpoint,2.0,2.0,Ar,Setpoint,40.0,Ar,Setpoint,40.0,39.8,N2,Setpoint,48,N2,Setpoint,48.0,48.0,Air,Air,218.5,Setpoint,60,Setpoint,60.0,59.9,0,Picarro,No Reading,1000ppm or 5%,1000ppm or 5%,Bubbler,Bubbler,62.51
02/11/2025,11:51:00,0.02,276.2,1.3,No Reading,Off,Off,230.614,0.049,0.041,268.995,2.358,224.267,0.427,190.959,268.995,1.004,2.787,2.0925,444.0036,0.7304,N2,Setpoint,1.5,N2,Setpoint,1.5,1.5,N2,Setpoint,2.0,N2,Setpoint,2.0,2.0,Ar,Setpoint,40.0,Ar,Setpoint,40.0,40.0,N2,Setpoint,48,N2,Setpoint,48.0,48.8,Air,Air,217.9,Setpoint,60,Setpoint,60.0,59.9,0,Picarro,No Reading,1000ppm or 5%,1000ppm or 5%,Bubbler,Bubbler,62.51
02/11/2025,11:51:10,0.02,275.9,1.3,No Reading,Off,Off,231.135,0.026,-0.014,270.56,1.495,244.553,0.534,190.959,270.56,1.004,2.787,2.0933,444.0192,0.7314,N2,Setpoint,1.5,N2,Setpoint,1.5,1.5,N2,Setpoint,2.0,N2,Setpoint,2.0,2.0,Ar,Setpoint,40.0,Ar,Setpoint,40.0,40.1,N2,Setpoint,48,N2,Setpoint,48.0,45.9,Air,Air,220.3,Setpoint,60,Setpoint,60.0,59.9,0,Picarro,No Reading,1000ppm or 5%,1000ppm or 5%,Bubbler,Bubbler,62.51
02/11/2025,11:51:20,0.02,276.0,1.3,No Reading,Off,Off,231.135,0.026,-0.014,270.56,1.495,244.553,0.534,190.959,270.56,1.004,2.787,2.0936,443.7387,0.731,N2,Setpoint,1.5,N2,Setpoint,1.5,1.5,N2,Setpoint,2.0,N2,Setpoint,2.0,2.0,Ar,Setpoint,40.0,Ar,Setpoint,40.0,40.0,N2,Setpoint,48,N2,Setpoint,48.0,49.4,Air,Air,220.4,Setpoint,60,Setpoint,60.0,59.8,0,Picarro,No Reading,1000ppm or 5%,1000ppm or 5%,Bubbler,Bubbler,62.51
02/11/2025,11:51:30,0.02,276.0,1.3,No Reading,Off,Off,231.759,0.061,0.005,267.403,1.849,211.633,0.366,190.959,267.403,1.004,2.787,2.0932,443.2823,0.7318,N2,Setpoint,1.5,N2,Setpoint,1.5,1.5,N2,Setpoint,2.0,N2,Setpoint,2.0,2.0,Ar,Setpoint,40.0,Ar,Setpoint,40.0,39.8,N2,Setpoint,48,N2,Setpoint,48.0,48.5,Air,Air,218.0,Setpoint,60,Setpoint,60.0,59.9,0,Picarro,No Reading,1000ppm or 5%,1000ppm or 5%,Bubbler,Bubbler,62.52
02/11/2025,11:51:40,0.02,275.7,1.3,No Reading,Off,Off,232.163,0.026,-0.06,270.155,1.334,159.285,0.409,190.959,270.155,1.004,2.786,2.0933,442.9362,0.7337,N2,Setpoint,1.5,N2,Setpoint,1.5,1.5,N2,Setpoint,2.0,N2,Setpoint,2.0,2.0,Ar,Setpoint,40.0,Ar,Setpoint,40.0,40.0,N2,Setpoint,48,N2,Setpoint,48.0,46.6,Air,Air,217.8,Setpoint,60,Setpoint,60.0,60.0,0,Picarro,No Reading,1000ppm or 5%,1000ppm or 5%,Bubbler,Bubbler,62.52
02/11/2025,11:51:50,0.02,275.6,1.3,No Reading,Off,Off,231.864,0.026,-0.026,271.458,1.887,224.021,0.419,190.959,271.458,1.004,2.786,2.0958,442.7559,0.7355,N2,Setpoint,1.5,N2,Setpoint,1.5,1.5,N2,Setpoint,2.0,N2,Setpoint,2.0,2.0,Ar,Setpoint,40.0,Ar,Setpoint,40.0,39.8,N2,Setpoint,48,N2,Setpoint,48.0,48.8,Air,Air,218.6,Setpoint,60,Setpoint,60.0,60.0,0,Picarro,No Reading,1000ppm or 5%,1000ppm or 5%,Bubbler,Bubbler,62.52
02/11/2025,11:52:00,0.02,275.7,1.3,No Reading,Off,Off,232.545,0.022,0.014,274.439,2.822,196.635,0.529,190.959,274.439,1.004,2.785,2.1309,442.5959,0.7349,N2,Setpoint,1.5,N2,Setpoint,1.5,1.5,N2,Setpoint,2.0,N2,Setpoint,2.0,2.0,Ar,Setpoint,40.0,Ar,Setpoint,40.0,39.9,N2,Setpoint,48,N2,Setpoint,48.0,47.3,Air,Air,217.9,Setpoint,60,Setpoint,60.0,60.0,0,Picarro,No Reading,1000ppm or 5%,1000ppm or 5%,Bubbler,Bubbler,62.51
02/11/2025,11:52:10,0.02,275.8,1.4,No Reading,Off,Off,232.545,0.022,0.014,274.439,2.822,196.635,0.529,190.959,274.439,1.004,2.785,2.2132,441.5788,0.735,N2,Setpoint,1.5,N2,Setpoint,1.5,1.5,N2,Setpoint,2.0,N2,Setpoint,2.0,2.0,Ar,Setpoint,40.0,Ar,Setpoint,40.0,40.0,N2,Setpoint,48,N2,Setpoint,48.0,47.6,Air,Air,220.1,Setpoint,60,Setpoint,60.0,59.9,0,Picarro,No Reading,1000ppm or 5%,1000ppm or 5%,Bubbler,Bubbler,62.53
02/11/2025,11:52:20,0.02,275.6,1.3,No Reading,Off,Off,232.62,0.054,0.016,271.951,2.985,210.872,0.463,190.959,271.951,1.004,2.785,2.272,442.5903,0.7364,N2,Setpoint,1.5,N2,Setpoint,1.5,1.5,N2,Setpoint,2.0,N2,Setpoint,2.0,2.0,Ar,Setpoint,40.0,Ar,Setpoint,40.0,40.0,N2,Setpoint,48,N2,Setpoint,48.0,49.8,Air,Air,219.7,Setpoint,60,Setpoint,60.0,59.9,0,Picarro,No Reading,1000ppm or 5%,1000ppm or 5%,Bubbler,Bubbler,62.51
02/11/2025,11:52:30,0.02,275.7,1.4,No Reading,Off,Off,233.03,0.057,-0.015,273.076,2.797,174.475,0.471,190.959,273.076,1.004,2.785,2.278,443.944,0.736,N2,Setpoint,1.5,N2,Setpoint,1.5,1.5,N2,Setpoint,2.0,N2,Setpoint,2.0,2.0,Ar,Setpoint,40.0,Ar,Setpoint,40.0,39.9,N2,Setpoint,48,N2,Setpoint,48.0,47.6,Air,Air,217.9,Setpoint,60,Setpoint,60.0,59.9,0,Picarro,No Reading,1000ppm or 5%,1000ppm or 5%,Bubbler,Bubbler,62.52
02/11/2025,11:52:40,0.02,275.5,1.3,No Reading,Off,Off,234.082,0.04,-0.029,274.058,2.448,163.009,0.491,190.959,274.058,1.004,2.783,2.2389,443.1547,0.7367,N2,Setpoint,1.5,N2,Setpoint,1.5,1.5,N2,Setpoint,2.0,N2,Setpoint,2.0,2.0,Ar,Setpoint,40.0,Ar,Setpoint,40.0,40.1,N2,Setpoint,48,N2,Setpoint,48.0,45.8,Air,Air,217.7,Setpoint,60,Setpoint,60.0,59.9,0,Picarro,No Reading,1000ppm or 5%,1000ppm or 5%,Bubbler,Bubbler,62.51
02/11/2025,11:52:50,0.02,275.3,1.3,No Reading,Off,Off,234.082,0.04,-0.029,274.058,2.448,163.009,0.491,190.959,274.058,1.004,2.783,2.2155,442.6838,0.7374,N2,Setpoint,1.5,N2,Setpoint,1.5,1.5,N2,Setpoint,2.0,N2,Setpoint,2.0,2.0,Ar,Setpoint,40.0,Ar,Setpoint,40.0,40.0,N2,Setpoint,48,N2,Setpoint,48.0,48.5,Air,Air,217.9,Setpoint,60,Setpoint,60.0,59.8,0,Picarro,No Reading,1000ppm or 5%,1000ppm or 5%,Bubbler,Bubbler,62.50
02/11/2025,11:53:00,0.02,275.3,1.4,No Reading,Off,Off,234.227,0.032,0.022,278.652,2.39,206.731,0.418,190.959,278.652,1.004,2.782,2.192,442.3326,0.7359,N2,Setpoint,1.5,N2,Setpoint,1.5,1.5,N2,Setpoint,2.0,N2,Setpoint,2.0,2.0,Ar,Setpoint,40.0,Ar,Setpoint,40.0,39.8,N2,Setpoint,48,N2,Setpoint,48.0,47.2,Air,Air,218.0,Setpoint,60,Setpoint,60.0,59.9,0,Picarro,No Reading,1000ppm or 5%,1000ppm or 5%,Bubbler,Bubbler,62.50
02/11/2025,11:53:10,0.02,275.2,1.3,No Reading,Off,Off,235.993,0.04,0.007,280.511,2.449,198.934,0.39,190.959,280.511,1.004,2.781,2.1784,441.2919,0.7354,N2,Setpoint,1.5,N2,Setpoint,1.5,1.5,N2,Setpoint,2.0,N2,Setpoint,2.0,2.0,Ar,Setpoint,40.0,Ar,Setpoint,40.0,40.0,N2,Setpoint,48,N2,Setpoint,48.0,49.2,Air,Air,217.8,Setpoint,60,Setpoint,60.0,59.9,0,Picarro,No Reading,1000ppm or 5%,1000ppm or 5%,Bubbler,Bubbler,62.50
02/11/2025,11:53:20,0.02,275.1,1.3,No Reading,Off,Off,237.332,0.01,-0.013,281.356,2.273,161.687,0.468,190.959,281.356,1.004,2.779,2.1691,441.6517,0.7361,N2,Setpoint,1.5,N2,Setpoint,1.5,1.5,N2,Setpoint,2.0,N2,Setpoint,2.0,2.0,Ar,Setpoint,40.0,Ar,Setpoint,40.0,40.0,N2,Setpoint,48,N2,Setpoint,48.0,47.6,Air,Air,219.5,Setpoint,60,Setpoint,60.0,59.9,0,Picarro,No Reading,1000ppm or 5%,1000ppm or 5%,Bubbler,Bubbler,62.50
02/11/2025,11:53:30,0.02,275.0,1.3,No Reading,Off,Off,239.986,0.025,0.021,282.635,1.438,193.384,0.384,190.959,282.635,1.004,2.778,2.1622,441.3945,0.7355,N2,Setpoint,1.5,N2,Setpoint,1.5,1.5,N2,Setpoint,2.0,N2,Setpoint,2.0,2.0,Ar,Setpoint,40.0,Ar,Setpoint,40.0,40.0,N2,Setpoint,48,N2,Setpoint,48.0,45.6,Air,Air,218.5,Setpoint,60,Setpoint,60.0,59.9,0,Picarro,No Reading,1000ppm or 5%,1000ppm or 5%,Bubbler,Bubbler,62.49
02/11/2025,11:53:40,0.02,275.2,1.3,No Reading,Off,Off,241.387,0.036,0.031,280.65,2.149,201.618,0.471,190.959,280.65,1.004,2.777,2.1581,443.4643,0.7372,N2,Setpoint,1.5,N2,Setpoint,1.5,1.5,N2,Setpoint,2.0,N2,Setpoint,2.0,2.0,Ar,Setpoint,40.0,Ar,Setpoint,40.0,40.0,N2,Setpoint,48,N2,Setpoint,48.0,46.4,Air,Air,217.9,Setpoint,60,Setpoint,60.0,59.9,0,Picarro,No Reading,1000ppm or 5%,1000ppm or 5%,Bubbler,Bubbler,62.49
02/11/2025,11:53:50,0.02,274.8,1.3,No Reading,Off,Off,241.387,0.036,0.031,280.65,2.149,201.618,0.471,190.959,280.65,1.004,2.777,2.159,443.686,0.7354,N2,Setpoint,1.5,N2,Setpoint,1.5,1.5,N2,Setpoint,2.0,N2,Setpoint,2.0,2.0,Ar,Setpoint,40.0,Ar,Setpoint,40.0,40.1,N2,Setpoint,48,N2,Setpoint,48.0,45.9,Air,Air,217.6,Setpoint,60,Setpoint,60.0,59.9,0,Picarro,No Reading,1000ppm or 5%,1000ppm or 5%,Bubbler,Bubbler,62.49
02/11/2025,11:54:00,0.02,274.8,1.3,No Reading,Off,Off,242.232,0.014,0.082,279.266,2.548,207.05,0.448,190.959,279.266,1.004,2.777,2.1662,445.4334,0.736,N2,Setpoint,1.5,N2,Setpoint,1.5,1.5,N2,Setpoint,2.0,N2,Setpoint,2.0,2.0,Ar,Setpoint,40.0,Ar,Setpoint,40.0,40.0,N2,Setpoint,48,N2,Setpoint,48.0,46.0,Air,Air,217.9,Setpoint,60,Setpoint,60.0,60.0,0,Picarro,No Reading,1000ppm or 5%,1000ppm or 5%,Bubbler,Bubbler,62.49
02/11/2025,11:54:10,0.02,275.0,1.3,No Reading,Off,Off,243.635,0.053,0.076,277.937,1.807,183.948,0.44,190.959,277.937,1.004,2.776,2.1674,446.8216,0.7365,N2,Setpoint,1.5,N2,Setpoint,1.5,1.5,N2,Setpoint,2.0,N2,Setpoint,2.0,2.0,Ar,Setpoint,40.0,Ar,Setpoint,40.0,40.1,N2,Setpoint,48,N2,Setpoint,48.0,47.2,Air,Air,218.1,Setpoint,60,Setpoint,60.0,59.8,0,Picarro,No Reading,1000ppm or 5%,1000ppm or 5%,Bubbler,Bubbler,62.49
02/11/2025,11:54:20,0.02,274.9,1.3,No Reading,Off,Off,245.364,0.025,0.021,281.671,2.656,206.438,0.425,190.959,281.671,1.004,2.774,2.1683,447.8257,0.7355,N2,Setpoint,1.5,N2,Setpoint,1.5,1.5,N2,Setpoint,2.0,N2,Setpoint,2.0,2.0,Ar,Setpoint,40.0,Ar,Setpoint,40.0,40.0,N2,Setpoint,48,N2,Setpoint,48.0,49.6,Air,Air,217.7,Setpoint,60,Setpoint,60.0,59.9,0,Picarro,No Reading,1000ppm or 5%,1000ppm or 5%,Bubbler,Bubbler,62.49
02/11/2025,11:54:30,0.02,274.7,1.3,No Reading,Off,Off,245.364,0.025,0.021,281.671,2.656,206.438,0.425,190.959,281.671,1.004,2.774,2.1667,449.1721,0.7376,N2,Setpoint,1.5,N2,Setpoint,1.5,1.5,N2,Setpoint,2.0,N2,Setpoint,2.0,2.0,Ar,Setpoint,40.0,Ar,Setpoint,40.0,40.2,N2,Setpoint,48,N2,Setpoint,48.0,47.8,Air,Air,217.9,Setpoint,60,Setpoint,60.0,59.9,0,Picarro,No Reading,1000ppm or 5%,1000ppm or 5%,Bubbler,Bubbler,62.49
