,Timestamp,Light Power Meter: Irradiance (mW/cm2),Cl2 LabJack: Cl2 Node A (mV),Cl2 LabJack: Cl2 Node B (mV),Reactor TC: Temperature,UV Light: Status Selection,UV Light: Actual Status,FTIR: CH4 (ppm),FTIR: CO2 (ppm),FTIR: H2O (%),FTIR: CO (ppm),FTIR: HCL (ppm),FTIR: CH2O (ppm),FTIR: CH2O2 (ppm),FTIR: CH3Cl (ppm),FTIR: NO (ppm),FTIR: NH3 (ppm),FTIR: Toluene (ppm),Picarro: CH4 (ppm),Picarro: CO2 (ppm),Picarro: H2O (vol %),Methane MFC: Gas Selection,Methane MFC: Mode Selection,Methane MFC: Setpoint Entry,Methane MFC: Device Gas,Methane MFC: Device Mode,Methane MFC: Device Setpoint,Methane MFC: Actual Flow,LF N2 MFC: Gas Selection,LF N2 MFC: Mode Selection,LF N2 MFC: Setpoint Entry,LF N2 MFC: Device Gas,LF N2 MFC: Device Mode,LF N2 MFC: Device Setpoint,LF N2 MFC: Actual Flow,O2 MFC: Gas Selection,O2 MFC: Mode Selection,O2 MFC: Setpoint Entry,O2 MFC: Device Gas,O2 MFC: Device Mode,O2 MFC: Device Setpoint,O2 MFC: Actual Flow,HF N2 MFC: Scale Factor Entry,HF N2 MFC: Mode Selection,HF N2 MFC: Setpoint Entry,HF N2 MFC: Device Scale Factor,HF N2 MFC: Device Mode,HF N2 MFC: Device Setpoint,HF N2 MFC: Actual Flow,Humid N2 MFC: Gas Selection,Humid N2 MFC: Mode Selection,Humid N2 MFC: Setpoint Entry,Humid N2 MFC: Device Gas,Humid N2 MFC: Device Mode,Humid N2 MFC: Device Setpoint,Humid N2 MFC: Actual Flow,MFM: Gas Selection,MFM: Device Gas,MFM: Actual Flow,Cl2 MFC: Mode Selection,Cl2 MFC: Setpoint Entry,Cl2 MFC: Device Mode,Cl2 MFC: Device Setpoint,Cl2 MFC: Actual Flow,Cl2 MFC: Zero Offset (sccm),Picarro Bypass Valve: Position Selection,Picarro Bypass Valve: Actual Position,Tank Selector Valve: Position Selection,Tank Selector Valve: Actual Position,Bubbler Bypass Valve: Position Selection,Bubbler Bypass Valve: Actual Position,Humidity Probe: Rel. Humidity (%),Minutes,Hours,Cl2 LabJack: Cl2 Node A (ppm),bypass_start,closest_start_time,experiment_name
385,2024-09-27 18:36:21,3.06,56.5,42.6,No Reading,On,1,11.159386216191066,12.409935311104217,-0.037,12.326,2.893,163.437,0.522,191.029,12.326,0.991,3.604,11.508,8.2532,2.0461,N2,Setpoint,6.0,N2,Setpoint,6.0,6.0,N2,Closed,0.0,N2,Closed,0.0,0.0,O2,Setpoint,40.0,O2,Setpoint,40.0,40.0,0.37,Setpoint,128.0,0.4,Setpoint,128.0,125.9,N2,Setpoint,20.0,N2,Setpoint,20.0,19.7,Air,Air,203.2,Setpoint,6.0,Setpoint,6.0,5.9,0,Picarro,Picarro,1000ppm or 5%,1000ppm or 5%,No Bubbler,No Bubbler,5.72,49.2,0.8200000000000001,8.8,49.2,25.35,09-27-24 Humidity Sweep (10-60%)
386,2024-09-27 18:36:31,3.06,56.5,42.6,No Reading,On,1,11.097629082196029,12.219601874379652,-0.037,12.326,2.893,163.437,0.522,191.029,12.326,0.991,3.604,11.5121,9.0715,2.045,N2,Setpoint,6.0,N2,Setpoint,6.0,6.0,N2,Closed,0.0,N2,Closed,0.0,0.0,O2,Setpoint,40.0,O2,Setpoint,40.0,40.0,0.37,Setpoint,128.0,0.4,Setpoint,128.0,126.0,N2,Setpoint,20.0,N2,Setpoint,20.0,17.2,Air,Air,203.1,Setpoint,6.0,Setpoint,6.0,5.9,0,Picarro,Picarro,1000ppm or 5%,1000ppm or 5%,No Bubbler,No Bubbler,5.73,49.366666666666674,0.8227777777777779,8.8,49.2,25.35,09-27-24 Humidity Sweep (10-60%)
387,2024-09-27 18:36:41,3.06,56.5,42.6,No Reading,On,1,11.160747387761498,12.149480214448014,-0.037,11.347,3.363,152.394,0.524,191.029,11.347,0.991,3.613,11.5127,8.8237,2.0424,N2,Setpoint,6.0,N2,Setpoint,6.0,6.0,N2,Closed,0.0,N2,Closed,0.0,0.0,O2,Setpoint,40.0,O2,Setpoint,40.0,40.0,0.37,Setpoint,128.0,0.4,Setpoint,128.0,126.2,N2,Setpoint,20.0,N2,Setpoint,20.0,21.6,Air,Air,203.0,Setpoint,6.0,Setpoint,6.0,5.9,0,Picarro,Picarro,1000ppm or 5%,1000ppm or 5%,No Bubbler,No Bubbler,5.72,49.53333333333333,0.8255555555555555,8.8,49.2,25.35,09-27-24 Humidity Sweep (10-60%)
388,2024-09-27 18:36:51,3.06,56.5,42.6,No Reading,On,1,11.170527018193127,12.168285842948219,-0.059,11.902,3.286,236.249,0.466,191.029,11.902,0.991,3.625,11.5171,8.7912,2.0413,N2,Setpoint,6.0,N2,Setpoint,6.0,6.0,N2,Closed,0.0,N2,Closed,0.0,0.0,O2,Setpoint,40.0,O2,Setpoint,40.0,40.0,0.37,Setpoint,128.0,0.4,Setpoint,128.0,126.0,N2,Setpoint,20.0,N2,Setpoint,20.0,19.3,Air,Air,202.9,Setpoint,6.0,Setpoint,6.0,5.9,0,Picarro,Picarro,1000ppm or 5%,1000ppm or 5%,No Bubbler,No Bubbler,5.73,49.7,0.8283333333333334,8.8,49.2,25.35,09-27-24 Humidity Sweep (10-60%)
389,2024-09-27 18:37:01,3.06,56.5,42.6,No Reading,On,1,11.164092998437622,12.2164397011171,-0.12,11.798,4.125,557.18,0.802,191.029,11.798,0.991,3.639,11.5136,8.4864,2.0426,N2,Setpoint,6.0,N2,Setpoint,6.0,6.0,N2,Closed,0.0,N2,Closed,0.0,0.0,O2,Setpoint,40.0,O2,Setpoint,40.0,40.0,0.37,Setpoint,128.0,0.4,Setpoint,128.0,126.2,N2,Setpoint,20.0,N2,Setpoint,20.0,19.1,Air,Air,202.8,Setpoint,6.0,Setpoint,6.0,5.9,0,Picarro,Picarro,1000ppm or 5%,1000ppm or 5%,No Bubbler,No Bubbler,5.73,49.866666666666674,0.8311111111111112,8.8,49.2,25.35,09-27-24 Humidity Sweep (10-60%)
390,2024-09-27 18:37:11,3.06,56.5,42.6,No Reading,On,1,11.183589768152071,12.238372983795575,-0.12,11.798,4.125,557.18,0.802,191.029,11.798,0.991,3.639,11.5085,8.8578,2.0427,N2,Setpoint,6.0,N2,Setpoint,6.0,6.0,N2,Closed,0.0,N2,Closed,0.0,0.0,O2,Setpoint,40.0,O2,Setpoint,40.0,40.0,0.37,Setpoint,128.0,0.4,Setpoint,128.0,126.1,N2,Setpoint,20.0,N2,Setpoint,20.0,16.9,Air,Air,202.7,Setpoint,6.0,Setpoint,6.0,5.9,0,Picarro,Picarro,1000ppm or 5%,1000ppm or 5%,No Bubbler,No Bubbler,5.72,50.03333333333333,0.8338888888888889,8.8,49.2,25.35,09-27-24 Humidity Sweep (10-60%)
391,2024-09-27 18:37:22,3.06,56.5,42.6,No Reading,On,1,11.13460480398878,12.231504411031473,-0.115,13.145,4.182,672.952,0.787,191.029,13.145,0.991,3.653,11.4978,8.7872,2.0382,N2,Setpoint,6.0,N2,Setpoint,6.0,6.0,N2,Closed,0.0,N2,Closed,0.0,0.0,O2,Setpoint,40.0,O2,Setpoint,40.0,40.0,0.37,Setpoint,128.0,0.4,Setpoint,128.0,126.2,N2,Setpoint,20.0,N2,Setpoint,20.0,23.2,Air,Air,202.6,Setpoint,6.0,Setpoint,6.0,5.9,0,Picarro,Picarro,1000ppm or 5%,1000ppm or 5%,No Bubbler,No Bubbler,5.72,50.21666666666667,0.8369444444444445,8.8,49.2,25.35,09-27-24 Humidity Sweep (10-60%)
392,2024-09-27 18:37:32,3.06,56.5,42.7,No Reading,On,1,11.076931780617015,12.266247549703957,-0.096,12.227,3.691,558.596,0.861,191.029,12.227,0.991,3.667,11.5009,9.1194,2.0378,N2,Setpoint,6.0,N2,Setpoint,6.0,6.0,N2,Closed,0.0,N2,Closed,0.0,0.0,O2,Setpoint,40.0,O2,Setpoint,40.0,40.0,0.37,Setpoint,128.0,0.4,Setpoint,128.0,126.0,N2,Setpoint,20.0,N2,Setpoint,20.0,20.0,Air,Air,202.6,Setpoint,6.0,Setpoint,6.0,6.0,0,Picarro,Picarro,1000ppm or 5%,1000ppm or 5%,No Bubbler,No Bubbler,5.72,50.38333333333334,0.8397222222222224,8.8,49.2,25.35,09-27-24 Humidity Sweep (10-60%)
393,2024-09-27 18:37:42,3.06,56.4,42.6,No Reading,On,1,11.059844120399251,12.22925757673113,-0.059,11.366,3.59,691.584,0.893,191.029,11.366,0.991,3.681,11.4858,10.2162,2.0404,N2,Setpoint,6.0,N2,Setpoint,6.0,6.0,N2,Closed,0.0,N2,Closed,0.0,0.0,O2,Setpoint,40.0,O2,Setpoint,40.0,40.0,0.37,Setpoint,128.0,0.4,Setpoint,128.0,126.2,N2,Setpoint,20.0,N2,Setpoint,20.0,17.8,Air,Air,202.4,Setpoint,6.0,Setpoint,6.0,6.0,0,Picarro,Picarro,1000ppm or 5%,1000ppm or 5%,No Bubbler,No Bubbler,5.72,50.55,0.8424999999999999,8.719999999999999,49.2,25.35,09-27-24 Humidity Sweep (10-60%)
394,2024-09-27 18:37:52,3.06,56.4,42.6,No Reading,On,1,11.061171537480561,12.159550069984448,-0.037,12.681,4.078,774.734,0.89,191.029,12.681,0.991,3.694,11.4869,10.2957,2.037,N2,Setpoint,6.0,N2,Setpoint,6.0,6.0,N2,Closed,0.0,N2,Closed,0.0,0.0,O2,Setpoint,40.0,O2,Setpoint,40.0,40.0,0.37,Setpoint,128.0,0.4,Setpoint,128.0,125.9,N2,Setpoint,20.0,N2,Setpoint,20.0,27.2,Air,Air,202.2,Setpoint,6.0,Setpoint,6.0,5.9,0,Picarro,Picarro,1000ppm or 5%,1000ppm or 5%,No Bubbler,No Bubbler,5.71,50.71666666666667,0.8452777777777778,8.719999999999999,49.2,25.35,09-27-24 Humidity Sweep (10-60%)
395,2024-09-27 18:38:02,3.06,56.4,42.6,No Reading,On,1,11.047409287922555,12.11884080341947,-0.052,12.001,3.052,1041.777,0.708,191.029,12.001,0.991,3.706,11.4785,9.221,2.038,N2,Setpoint,6.0,N2,Setpoint,6.0,6.0,N2,Closed,0.0,N2,Closed,0.0,0.0,O2,Setpoint,40.0,O2,Setpoint,40.0,40.0,0.37,Setpoint,128.0,0.4,Setpoint,128.0,125.9,N2,Setpoint,20.0,N2,Setpoint,20.0,17.7,Air,Air,202.1,Setpoint,6.0,Setpoint,6.0,5.9,0,Picarro,Picarro,1000ppm or 5%,1000ppm or 5%,No Bubbler,No Bubbler,5.72,50.88333333333334,0.8480555555555557,8.719999999999999,49.2,25.35,09-27-24 Humidity Sweep (10-60%)
396,2024-09-27 18:38:12,3.06,56.4,42.6,No Reading,On,1,11.046059455773284,12.059811214848935,-0.052,12.001,3.052,1041.777,0.708,191.029,12.001,0.991,3.706,11.4754,9.9862,2.0361,N2,Setpoint,6.0,N2,Setpoint,6.0,6.0,N2,Closed,0.0,N2,Closed,0.0,0.0,O2,Setpoint,40.0,O2,Setpoint,40.0,40.0,0.37,Setpoint,128.0,0.4,Setpoint,128.0,126.0,N2,Setpoint,20.0,N2,Setpoint,20.0,17.7,Air,Air,202.0,Setpoint,6.0,Setpoint,6.0,5.9,0,Picarro,Picarro,1000ppm or 5%,1000ppm or 5%,No Bubbler,No Bubbler,5.72,51.05,0.8508333333333333,8.719999999999999,49.2,25.35,09-27-24 Humidity Sweep (10-60%)
397,2024-09-27 18:38:22,3.07,56.4,42.6,No Reading,On,1,10.997032030874784,11.968853067207235,-0.125,11.666,1.671,1190.243,0.795,191.029,11.666,0.991,3.721,11.4694,9.4123,2.0378,N2,Setpoint,6.0,N2,Setpoint,6.0,6.0,N2,Closed,0.0,N2,Closed,0.0,0.0,O2,Setpoint,40.0,O2,Setpoint,40.0,40.0,0.37,Setpoint,128.0,0.4,Setpoint,128.0,126.0,N2,Setpoint,20.0,N2,Setpoint,20.0,17.7,Air,Air,201.9,Setpoint,6.0,Setpoint,6.0,6.0,0,Picarro,Picarro,1000ppm or 5%,1000ppm or 5%,No Bubbler,No Bubbler,5.72,51.21666666666667,0.8536111111111111,8.719999999999999,49.2,25.35,09-27-24 Humidity Sweep (10-60%)
398,2024-09-27 18:38:32,3.06,56.4,42.6,No Reading,On,1,10.985125466100374,11.886730002649626,-0.142,11.035,1.685,1390.332,0.991,191.029,11.035,0.991,3.746,11.4653,8.9724,2.034,N2,Setpoint,6.0,N2,Setpoint,6.0,6.0,N2,Closed,0.0,N2,Closed,0.0,0.0,O2,Setpoint,40.0,O2,Setpoint,40.0,40.0,0.37,Setpoint,128.0,0.4,Setpoint,128.0,126.2,N2,Setpoint,20.0,N2,Setpoint,20.0,17.1,Air,Air,201.9,Setpoint,6.0,Setpoint,6.0,5.9,0,Picarro,Picarro,1000ppm or 5%,1000ppm or 5%,No Bubbler,No Bubbler,5.72,51.38333333333334,0.856388888888889,8.719999999999999,49.2,25.35,09-27-24 Humidity Sweep (10-60%)
399,2024-09-27 18:38:42,3.06,56.4,42.6,No Reading,On,1,11.03251366243477,11.816607612976089,-0.062,10.548,0.943,1578.409,0.954,190.987,10.548,0.991,3.771,11.4651,9.1394,2.0224,N2,Setpoint,6.0,N2,Setpoint,6.0,6.0,N2,Closed,0.0,N2,Closed,0.0,0.0,O2,Setpoint,40.0,O2,Setpoint,40.0,40.0,0.37,Setpoint,128.0,0.4,Setpoint,128.0,126.0,N2,Setpoint,20.0,N2,Setpoint,20.0,17.0,Air,Air,201.6,Setpoint,6.0,Setpoint,6.0,6.0,0,Picarro,Picarro,1000ppm or 5%,1000ppm or 5%,No Bubbler,No Bubbler,5.71,51.55,0.8591666666666666,8.719999999999999,49.2,25.35,09-27-24 Humidity Sweep (10-60%)
400,2024-09-27 18:38:52,3.07,56.4,42.6,No Reading,On,1,11.096457115974763,11.71528897445284,-0.062,10.548,0.943,1578.409,0.954,190.987,10.548,0.991,3.771,11.4645,9.0137,2.0075,N2,Setpoint,6.0,N2,Setpoint,6.0,6.0,N2,Closed,0.0,N2,Closed,0.0,0.0,O2,Setpoint,40.0,O2,Setpoint,40.0,40.0,0.37,Setpoint,128.0,0.4,Setpoint,128.0,126.0,N2,Setpoint,20.0,N2,Setpoint,20.0,16.7,Air,Air,201.5,Setpoint,6.0,Setpoint,6.0,6.0,0,Picarro,Picarro,1000ppm or 5%,1000ppm or 5%,No Bubbler,No Bubbler,5.71,51.71666666666667,0.8619444444444445,8.719999999999999,49.2,25.35,09-27-24 Humidity Sweep (10-60%)
401,2024-09-27 18:39:02,3.07,56.4,42.6,No Reading,On,1,11.169873956026821,11.639202409948542,-0.051,10.601,2.862,2259.158,1.007,190.953,10.601,0.991,3.79,11.4594,9.3623,1.9865,N2,Setpoint,6.0,N2,Setpoint,6.0,6.0,N2,Closed,0.0,N2,Closed,0.0,0.0,O2,Setpoint,40.0,O2,Setpoint,40.0,40.0,0.37,Setpoint,128.0,0.4,Setpoint,128.0,125.9,N2,Setpoint,20.0,N2,Setpoint,20.0,19.4,Air,Air,201.4,Setpoint,6.0,Setpoint,6.0,5.9,0,Picarro,Picarro,1000ppm or 5%,1000ppm or 5%,No Bubbler,No Bubbler,5.72,51.88333333333334,0.8647222222222223,8.719999999999999,49.2,25.35,09-27-24 Humidity Sweep (10-60%)
402,2024-09-27 18:39:12,3.06,56.4,42.6,No Reading,On,1,11.212081303195635,11.577288432579891,-0.114,10.852,1.796,2432.444,0.866,190.953,10.852,0.991,3.804,11.4627,8.8861,1.9627,N2,Setpoint,6.0,N2,Setpoint,6.0,6.0,N2,Closed,0.0,N2,Closed,0.0,0.0,O2,Setpoint,40.0,O2,Setpoint,40.0,40.0,0.37,Setpoint,128.0,0.4,Setpoint,128.0,125.7,N2,Setpoint,20.0,N2,Setpoint,20.0,19.2,Air,Air,201.3,Setpoint,6.0,Setpoint,6.0,5.9,0,Picarro,Picarro,1000ppm or 5%,1000ppm or 5%,No Bubbler,No Bubbler,5.72,52.05,0.8674999999999999,8.719999999999999,49.2,25.35,09-27-24 Humidity Sweep (10-60%)
403,2024-09-27 18:39:22,3.07,56.4,42.6,No Reading,On,1,11.261592913712686,11.496483168843284,-0.013,12.439,2.964,2507.024,0.84,190.953,12.439,0.991,3.816,11.4691,8.4837,1.9267,N2,Setpoint,6.0,N2,Setpoint,6.0,6.0,N2,Closed,0.0,N2,Closed,0.0,0.0,O2,Setpoint,40.0,O2,Setpoint,40.0,40.0,0.37,Setpoint,128.0,0.4,Setpoint,128.0,125.9,N2,Setpoint,20.0,N2,Setpoint,20.0,19.9,Air,Air,201.3,Setpoint,6.0,Setpoint,6.0,6.0,0,Picarro,Picarro,1000ppm or 5%,1000ppm or 5%,No Bubbler,No Bubbler,5.72,52.21666666666667,0.8702777777777778,8.719999999999999,49.2,25.35,09-27-24 Humidity Sweep (10-60%)
404,2024-09-27 18:39:32,3.06,56.4,42.6,No Reading,On,1,11.361400784877363,11.377362450710827,-0.013,12.439,2.964,2507.024,0.84,190.953,12.439,0.991,3.816,11.4695,8.5414,1.9016,N2,Setpoint,6.0,N2,Setpoint,6.0,6.0,N2,Closed,0.0,N2,Closed,0.0,0.0,O2,Setpoint,40.0,O2,Setpoint,40.0,40.0,0.37,Setpoint,128.0,0.4,Setpoint,128.0,125.8,N2,Setpoint,20.0,N2,Setpoint,20.0,16.7,Air,Air,201.3,Setpoint,6.0,Setpoint,6.0,6.0,0,Picarro,Picarro,1000ppm or 5%,1000ppm or 5%,No Bubbler,No Bubbler,5.72,52.38333333333334,0.8730555555555557,8.719999999999999,49.2,25.35,09-27-24 Humidity Sweep (10-60%)
405,2024-09-27 18:39:42,3.07,56.4,42.6,No Reading,On,1,11.49823956006874,11.39278738431495,0.014,10.575,1.054,2599.946,0.751,190.953,10.575,0.991,3.826,11.4776,8.3249,1.8728,N2,Setpoint,6.0,N2,Setpoint,6.0,6.0,N2,Closed,0.0,N2,Closed,0.0,0.0,O2,Setpoint,40.0,O2,Setpoint,40.0,40.0,0.37,Setpoint,128.0,0.4,Setpoint,128.0,126.0,N2,Setpoint,20.0,N2,Setpoint,20.0,20.6,Air,Air,201.2,Setpoint,6.0,Setpoint,6.0,5.9,0,Picarro,Picarro,1000ppm or 5%,1000ppm or 5%,No Bubbler,No Bubbler,5.72,52.55,0.8758333333333332,8.719999999999999,49.2,25.35,09-27-24 Humidity Sweep (10-60%)
406,2024-09-27 18:39:52,3.06,56.5,42.6,No Reading,On,1,11.590286726167276,11.3264157980357,-0.032,11.564,1.983,2729.497,0.629,190.953,11.564,0.991,3.837,11.483,9.2029,1.8298,N2,Setpoint,6.0,N2,Setpoint,6.0,6.0,N2,Closed,0.0,N2,Closed,0.0,0.0,O2,Setpoint,40.0,O2,Setpoint,40.0,40.0,0.37,Setpoint,128.0,0.4,Setpoint,128.0,126.3,N2,Setpoint,20.0,N2,Setpoint,20.0,18.0,Air,Air,201.2,Setpoint,6.0,Setpoint,6.0,5.9,0,Picarro,Picarro,1000ppm or 5%,1000ppm or 5%,No Bubbler,No Bubbler,5.71,52.71666666666667,0.8786111111111111,8.8,49.2,25.35,09-27-24 Humidity Sweep (10-60%)
407,2024-09-27 18:40:02,3.07,56.4,42.6,No Reading,On,1,11.66526578516903,11.262397166692631,-0.06,11.541,2.571,2766.508,0.652,190.953,11.541,0.991,3.846,11.4938,8.8118,1.7743,N2,Setpoint,6.0,N2,Setpoint,6.0,6.0,N2,Closed,0.0,N2,Closed,0.0,0.0,O2,Setpoint,40.0,O2,Setpoint,40.0,40.0,0.37,Setpoint,128.0,0.4,Setpoint,128.0,126.2,N2,Setpoint,20.0,N2,Setpoint,20.0,18.2,Air,Air,201.0,Setpoint,6.0,Setpoint,6.0,6.0,0,Picarro,Picarro,1000ppm or 5%,1000ppm or 5%,No Bubbler,No Bubbler,5.72,52.88333333333334,0.881388888888889,8.719999999999999,49.2,25.35,09-27-24 Humidity Sweep (10-60%)
408,2024-09-27 18:40:12,3.06,56.4,42.6,No Reading,On,1,11.745254086932793,11.21180569023858,-0.06,11.541,2.571,2766.508,0.652,190.953,11.541,0.991,3.846,11.4997,8.7721,1.728,N2,Setpoint,6.0,N2,Setpoint,6.0,6.0,N2,Closed,0.0,N2,Closed,0.0,0.0,O2,Setpoint,40.0,O2,Setpoint,40.0,40.0,0.37,Setpoint,128.0,0.4,Setpoint,128.0,126.2,N2,Setpoint,20.0,N2,Setpoint,20.0,19.4,Air,Air,201.0,Setpoint,6.0,Setpoint,6.0,5.9,0,Picarro,Picarro,1000ppm or 5%,1000ppm or 5%,No Bubbler,No Bubbler,5.72,53.05,0.8841666666666667,8.719999999999999,49.2,25.35,09-27-24 Humidity Sweep (10-60%)
409,2024-09-27 18:40:22,3.07,56.4,42.6,No Reading,On,1,11.86023381560892,11.120752361063465,-0.042,11.496,1.528,2830.887,0.707,190.953,11.496,0.991,3.856,11.513,8.1059,1.6659,N2,Setpoint,6.0,N2,Setpoint,6.0,6.0,N2,Closed,0.0,N2,Closed,0.0,0.0,O2,Setpoint,40.0,O2,Setpoint,40.0,40.0,0.37,Setpoint,128.0,0.4,Setpoint,128.0,126.0,N2,Setpoint,20.0,N2,Setpoint,20.0,18.1,Air,Air,201.0,Setpoint,6.0,Setpoint,6.0,5.9,0,Picarro,Picarro,1000ppm or 5%,1000ppm or 5%,No Bubbler,No Bubbler,5.7,53.21666666666667,0.8869444444444444,8.719999999999999,49.2,25.35,09-27-24 Humidity Sweep (10-60%)
410,2024-09-27 18:40:32,3.07,56.3,42.6,No Reading,On,1,11.93710613798208,11.138717738605376,-0.085,10.498,1.248,2926.577,0.683,190.953,10.498,0.991,3.865,11.5293,9.6138,1.6196,N2,Setpoint,6.0,N2,Setpoint,6.0,6.0,N2,Closed,0.0,N2,Closed,0.0,0.0,O2,Setpoint,40.0,O2,Setpoint,40.0,40.0,0.37,Setpoint,128.0,0.4,Setpoint,128.0,126.1,N2,Setpoint,20.0,N2,Setpoint,20.0,17.7,Air,Air,201.0,Setpoint,6.0,Setpoint,6.0,6.0,0,Picarro,Picarro,1000ppm or 5%,1000ppm or 5%,No Bubbler,No Bubbler,5.71,53.38333333333334,0.8897222222222223,8.639999999999997,49.2,25.35,09-27-24 Humidity Sweep (10-60%)
411,2024-09-27 18:40:42,3.06,56.4,42.6,No Reading,On,1,11.984060481065919,11.227388051893408,-0.03,11.363,2.369,2891.352,0.635,190.953,11.363,0.991,3.873,11.5329,8.6099,1.5722,N2,Setpoint,6.0,N2,Setpoint,6.0,6.0,N2,Closed,0.0,N2,Closed,0.0,0.0,O2,Setpoint,40.0,O2,Setpoint,40.0,40.0,0.37,Setpoint,128.0,0.4,Setpoint,128.0,126.0,N2,Setpoint,20.0,N2,Setpoint,20.0,19.9,Air,Air,200.9,Setpoint,6.0,Setpoint,6.0,5.8,0,Picarro,Picarro,1000ppm or 5%,1000ppm or 5%,No Bubbler,No Bubbler,5.7,53.55,0.8925,8.719999999999999,49.2,25.35,09-27-24 Humidity Sweep (10-60%)
412,2024-09-27 18:40:52,3.07,56.4,42.6,No Reading,On,1,11.999273749668667,11.34496629243003,-0.08,12.119,2.254,2993.689,0.572,190.953,12.119,0.991,3.881,11.5392,8.6684,1.5144,N2,Setpoint,6.0,N2,Setpoint,6.0,6.0,N2,Closed,0.0,N2,Closed,0.0,0.0,O2,Setpoint,40.0,O2,Setpoint,40.0,40.0,0.37,Setpoint,128.0,0.4,Setpoint,128.0,126.3,N2,Setpoint,20.0,N2,Setpoint,20.0,20.0,Air,Air,201.0,Setpoint,6.0,Setpoint,6.0,6.0,0,Picarro,Picarro,1000ppm or 5%,1000ppm or 5%,No Bubbler,No Bubbler,5.69,53.71666666666667,0.8952777777777778,8.719999999999999,49.2,25.35,09-27-24 Humidity Sweep (10-60%)
413,2024-09-27 18:41:02,3.07,56.4,42.7,No Reading,On,1,11.988543287640274,11.443847429706983,-0.02,12.003,1.415,3007.396,0.57,190.953,12.003,0.991,3.888,11.5547,9.3705,1.4767,N2,Setpoint,6.0,N2,Setpoint,6.0,6.0,N2,Closed,0.0,N2,Closed,0.0,0.0,O2,Setpoint,40.0,O2,Setpoint,40.0,40.0,0.37,Setpoint,128.0,0.4,Setpoint,128.0,125.9,N2,Setpoint,20.0,N2,Setpoint,20.0,17.1,Air,Air,200.9,Setpoint,6.0,Setpoint,6.0,6.0,0,Picarro,Picarro,1000ppm or 5%,1000ppm or 5%,No Bubbler,No Bubbler,5.7,53.88333333333334,0.8980555555555557,8.719999999999999,49.2,25.35,09-27-24 Humidity Sweep (10-60%)
414,2024-09-27 18:41:12,3.07,56.4,42.6,No Reading,On,1,12.015236710333541,11.431782280081046,-0.02,12.003,1.415,3007.396,0.57,190.953,12.003,0.991,3.888,11.5632,8.9157,1.4394,N2,Setpoint,6.0,N2,Setpoint,6.0,6.0,N2,Closed,0.0,N2,Closed,0.0,0.0,O2,Setpoint,40.0,O2,Setpoint,40.0,40.0,0.37,Setpoint,128.0,0.4,Setpoint,128.0,126.2,N2,Setpoint,20.0,N2,Setpoint,20.0,19.5,Air,Air,200.8,Setpoint,6.0,Setpoint,6.0,5.9,0,Picarro,Picarro,1000ppm or 5%,1000ppm or 5%,No Bubbler,No Bubbler,5.7,54.05,0.9008333333333333,8.719999999999999,49.2,25.35,09-27-24 Humidity Sweep (10-60%)
415,2024-09-27 18:41:22,3.07,56.5,42.6,No Reading,On,1,12.018504656305991,11.405726118797226,-0.053,10.697,0.908,3042.918,0.588,190.953,10.697,0.991,3.895,11.5717,9.4577,1.4103,N2,Setpoint,6.0,N2,Setpoint,6.0,6.0,N2,Closed,0.0,N2,Closed,0.0,0.0,O2,Setpoint,40.0,O2,Setpoint,40.0,40.0,0.37,Setpoint,128.0,0.4,Setpoint,128.0,126.1,N2,Setpoint,20.0,N2,Setpoint,20.0,19.7,Air,Air,200.9,Setpoint,6.0,Setpoint,6.0,5.9,0,Picarro,Picarro,1000ppm or 5%,1000ppm or 5%,No Bubbler,No Bubbler,5.7,54.21666666666667,0.9036111111111111,8.8,49.2,25.35,09-27-24 Humidity Sweep (10-60%)
416,2024-09-27 18:41:32,3.07,56.3,42.7,No Reading,On,1,12.01617656619367,11.42879580820209,-0.104,12.06,1.329,3048.08,0.57,190.953,12.06,0.991,3.901,11.5845,8.3863,1.3695,N2,Setpoint,6.0,N2,Setpoint,6.0,6.0,N2,Closed,0.0,N2,Closed,0.0,0.0,O2,Setpoint,40.0,O2,Setpoint,40.0,40.0,0.37,Setpoint,128.0,0.4,Setpoint,128.0,126.2,N2,Setpoint,20.0,N2,Setpoint,20.0,25.3,Air,Air,200.8,Setpoint,6.0,Setpoint,6.0,5.9,0,Picarro,Picarro,1000ppm or 5%,1000ppm or 5%,No Bubbler,No Bubbler,5.7,54.38333333333334,0.906388888888889,8.639999999999997,49.2,25.35,09-27-24 Humidity Sweep (10-60%)
417,2024-09-27 18:41:42,3.07,56.4,42.7,No Reading,On,1,12.00849820380329,11.473808567220013,-0.039,11.497,1.614,3045.349,0.46,190.953,11.497,0.991,3.906,11.593,8.2952,1.3453,N2,Setpoint,6.0,N2,Setpoint,6.0,6.0,N2,Closed,0.0,N2,Closed,0.0,0.0,O2,Setpoint,40.0,O2,Setpoint,40.0,40.0,0.37,Setpoint,128.0,0.4,Setpoint,128.0,126.0,N2,Setpoint,20.0,N2,Setpoint,20.0,17.7,Air,Air,200.8,Setpoint,6.0,Setpoint,6.0,5.9,0,Picarro,Picarro,1000ppm or 5%,1000ppm or 5%,No Bubbler,No Bubbler,5.7,54.55,0.9091666666666666,8.719999999999999,49.2,25.35,09-27-24 Humidity Sweep (10-60%)
