,Timestamp,Light Power Meter: Irradiance (mW/cm2),Cl2 LabJack: Cl2 Node A (mV),Cl2 LabJack: Cl2 Node B (mV),Reactor TC: Temperature,UV Light: Status Selection,UV Light: Actual Status,FTIR: CH4 (ppm),FTIR: CO2 (ppm),FTIR: H2O (%),FTIR: CO (ppm),FTIR: HCL (ppm),FTIR: CH2O (ppm),FTIR: CH2O2 (ppm),FTIR: CH3Cl (ppm),FTIR: NO (ppm),FTIR: NH3 (ppm),FTIR: Toluene (ppm),Picarro: CH4 (ppm),Picarro: CO2 (ppm),Picarro: H2O (vol %),Methane MFC: Gas Selection,Methane MFC: Mode Selection,Methane MFC: Setpoint Entry,Methane MFC: Device Gas,Methane MFC: Device Mode,Methane MFC: Device Setpoint,Methane MFC: Actual Flow,LF N2 MFC: Gas Selection,LF N2 MFC: Mode Selection,LF N2 MFC: Setpoint Entry,LF N2 MFC: Device Gas,LF N2 MFC: Device Mode,LF N2 MFC: Device Setpoint,LF N2 MFC: Actual Flow,O2 MFC: Gas Selection,O2 MFC: Mode Selection,O2 MFC: Setpoint Entry,O2 MFC: Device Gas,O2 MFC: Device Mode,O2 MFC: Device Setpoint,O2 MFC: Actual Flow,HF N2 MFC: Scale Factor Entry,HF N2 MFC: Mode Selection,HF N2 MFC: Setpoint Entry,HF N2 MFC: Device Scale Factor,HF N2 MFC: Device Mode,HF N2 MFC: Device Setpoint,HF N2 MFC: Actual Flow,Humid N2 MFC: Gas Selection,Humid N2 MFC: Mode Selection,Humid N2 MFC: Setpoint Entry,Humid N2 MFC: Device Gas,Humid N2 MFC: Device Mode,Humid N2 MFC: Device Setpoint,Humid N2 MFC: Actual Flow,MFM: Gas Selection,MFM: Device Gas,MFM: Actual Flow,Cl2 MFC: Mode Selection,Cl2 MFC: Setpoint Entry,Cl2 MFC: Device Mode,Cl2 MFC: Device Setpoint,Cl2 MFC: Actual Flow,Cl2 MFC: Zero Offset (sccm),Picarro Bypass Valve: Position Selection,Picarro Bypass Valve: Actual Position,Tank Selector Valve: Position Selection,Tank Selector Valve: Actual Position,Bubbler Bypass Valve: Position Selection,Bubbler Bypass Valve: Actual Position,Humidity Probe: Rel. Humidity (%),Minutes,Hours,Cl2 LabJack: Cl2 reading minus zero (mV),Selected: CH4 (ppm),bypass_start,closest_start_time,experiment_name
835,2025-01-16 22:14:30,0.0,74.5,43.4,No Reading,On,1,14.454849892372485,5.509986242863827,0.029,12.307407791530183,2.08,0.0541370063172672,1.491,190.978,7.079,1.005,3.267,13.6389,9.1108,0.9267,N2,Setpoint,6.0,N2,Setpoint,6.0,6.0,N2,Closed,0.0,N2,Closed,0.0,0.0,O2,Setpoint,40.0,O2,Setpoint,40.0,40.0,0.37,Setpoint,68.0,0.4,Setpoint,68.0,66.1,N2,Setpoint,80.0,N2,Setpoint,80.0,82.4,Air,Air,217.8,Setpoint,6.0,Setpoint,6.0,5.9,0,Picarro,Picarro,1000ppm or 5%,1000ppm or 5%,No Bubbler,No Bubbler,31.87,89.21666666666667,1.4869444444444444,30.4,14.454849892372485,60.0,37.37,01-16-25 Base Case
836,2025-01-16 22:14:40,0.0,74.5,43.5,No Reading,On,1,14.496668801730184,5.441729126568466,0.039,12.301114779362482,2.163,0.0564957583196945,1.39,190.978,6.653,1.005,3.267,13.6412,7.544,0.9292,N2,Setpoint,6.0,N2,Setpoint,6.0,6.0,N2,Closed,0.0,N2,Closed,0.0,0.0,O2,Setpoint,40.0,O2,Setpoint,40.0,40.0,0.37,Setpoint,68.0,0.4,Setpoint,68.0,66.6,N2,Setpoint,80.0,N2,Setpoint,80.0,79.5,Air,Air,217.8,Setpoint,6.0,Setpoint,6.0,5.9,0,Picarro,Picarro,1000ppm or 5%,1000ppm or 5%,No Bubbler,No Bubbler,31.87,89.38333333333333,1.4897222222222222,30.4,14.496668801730184,60.0,37.37,01-16-25 Base Case
837,2025-01-16 22:14:50,0.0,74.5,43.5,No Reading,On,1,14.491362614365846,5.374644241196634,0.063,12.280788946400747,2.081,0.05487987348083517,1.387,190.978,6.782,1.005,3.268,13.6338,8.399,0.9303,N2,Setpoint,6.0,N2,Setpoint,6.0,6.0,N2,Closed,0.0,N2,Closed,0.0,0.0,O2,Setpoint,40.0,O2,Setpoint,40.0,40.0,0.37,Setpoint,68.0,0.4,Setpoint,68.0,65.9,N2,Setpoint,80.0,N2,Setpoint,80.0,80.3,Air,Air,217.8,Setpoint,6.0,Setpoint,6.0,5.9,0,Picarro,Picarro,1000ppm or 5%,1000ppm or 5%,No Bubbler,No Bubbler,31.88,89.55000000000001,1.4925000000000002,30.4,14.491362614365846,60.0,37.37,01-16-25 Base Case
838,2025-01-16 22:15:00,0.0,74.4,43.4,No Reading,On,1,14.566123443284512,5.404739286382051,0.063,12.271323380803988,2.081,0.05805999189778749,1.387,190.978,6.782,1.005,3.268,13.6377,6.2209,0.9316,N2,Setpoint,6.0,N2,Setpoint,6.0,6.0,N2,Closed,0.0,N2,Closed,0.0,0.0,O2,Setpoint,40.0,O2,Setpoint,40.0,40.0,0.37,Setpoint,68.0,0.4,Setpoint,68.0,65.9,N2,Setpoint,80.0,N2,Setpoint,80.0,75.6,Air,Air,217.7,Setpoint,6.0,Setpoint,6.0,5.9,0,Picarro,Picarro,1000ppm or 5%,1000ppm or 5%,No Bubbler,No Bubbler,31.89,89.71666666666667,1.4952777777777777,30.300000000000004,14.566123443284512,60.0,37.37,01-16-25 Base Case
839,2025-01-16 22:15:10,0.0,74.5,43.4,No Reading,On,1,14.566749609356725,5.47025007711501,0.01,12.246274658869396,1.201,0.06645784959064327,1.429,190.978,7.506,1.005,3.268,13.6416,7.1567,0.9308,N2,Setpoint,6.0,N2,Setpoint,6.0,6.0,N2,Closed,0.0,N2,Closed,0.0,0.0,O2,Setpoint,40.0,O2,Setpoint,40.0,40.0,0.37,Setpoint,68.0,0.4,Setpoint,68.0,65.9,N2,Setpoint,80.0,N2,Setpoint,80.0,79.9,Air,Air,217.8,Setpoint,6.0,Setpoint,6.0,5.9,0,Picarro,Picarro,1000ppm or 5%,1000ppm or 5%,No Bubbler,No Bubbler,31.89,89.88333333333333,1.4980555555555555,30.4,14.566749609356725,60.0,37.37,01-16-25 Base Case
840,2025-01-16 22:15:20,0.0,74.6,43.4,No Reading,On,1,14.556848239875631,5.476826994947532,0.039,12.251204822308589,2.254,0.07216728099494757,1.346,190.978,7.641,1.005,3.268,13.6449,6.9211,0.9314,N2,Setpoint,6.0,N2,Setpoint,6.0,6.0,N2,Closed,0.0,N2,Closed,0.0,0.0,O2,Setpoint,40.0,O2,Setpoint,40.0,40.0,0.37,Setpoint,68.0,0.4,Setpoint,68.0,66.0,N2,Setpoint,80.0,N2,Setpoint,80.0,83.3,Air,Air,217.8,Setpoint,6.0,Setpoint,6.0,5.9,0,Picarro,Picarro,1000ppm or 5%,1000ppm or 5%,No Bubbler,No Bubbler,31.9,90.05000000000001,1.5008333333333335,30.499999999999993,14.556848239875631,60.0,37.37,01-16-25 Base Case
841,2025-01-16 22:15:30,0.0,74.6,43.4,No Reading,On,1,14.53694193625996,5.458794060615529,0.055,12.25494486220903,2.349,0.0716940824871114,1.444,190.978,7.174,1.005,3.267,13.647,7.6119,0.93,N2,Setpoint,6.0,N2,Setpoint,6.0,6.0,N2,Closed,0.0,N2,Closed,0.0,0.0,O2,Setpoint,40.0,O2,Setpoint,40.0,40.0,0.37,Setpoint,68.0,0.4,Setpoint,68.0,66.2,N2,Setpoint,80.0,N2,Setpoint,80.0,80.1,Air,Air,217.8,Setpoint,6.0,Setpoint,6.0,5.9,0,Picarro,Picarro,1000ppm or 5%,1000ppm or 5%,No Bubbler,No Bubbler,31.88,90.21666666666667,1.5036111111111112,30.499999999999993,14.53694193625996,60.0,37.37,01-16-25 Base Case
842,2025-01-16 22:15:40,0.0,74.5,43.3,No Reading,On,1,14.49824236603244,5.469796703992514,0.055,12.21581124937617,2.349,0.06250345976294447,1.444,190.978,7.174,1.005,3.267,13.6443,8.0395,0.9291,N2,Setpoint,6.0,N2,Setpoint,6.0,6.0,N2,Closed,0.0,N2,Closed,0.0,0.0,O2,Setpoint,40.0,O2,Setpoint,40.0,40.0,0.37,Setpoint,68.0,0.4,Setpoint,68.0,65.6,N2,Setpoint,80.0,N2,Setpoint,80.0,80.5,Air,Air,217.8,Setpoint,6.0,Setpoint,6.0,5.9,0,Picarro,Picarro,1000ppm or 5%,1000ppm or 5%,No Bubbler,No Bubbler,31.9,90.38333333333333,1.5063888888888888,30.4,14.49824236603244,60.0,37.37,01-16-25 Base Case
843,2025-01-16 22:15:50,0.0,74.6,43.4,No Reading,On,1,14.439278704148471,5.459461395196507,-0.032,12.178285516375546,1.722,0.04771868122270745,1.413,190.978,7.333,1.005,3.267,13.6528,7.3218,0.9264,N2,Setpoint,6.0,N2,Setpoint,6.0,6.0,N2,Closed,0.0,N2,Closed,0.0,0.0,O2,Setpoint,40.0,O2,Setpoint,40.0,40.0,0.37,Setpoint,68.0,0.4,Setpoint,68.0,66.1,N2,Setpoint,80.0,N2,Setpoint,80.0,83.1,Air,Air,217.8,Setpoint,6.0,Setpoint,6.0,5.9,0,Picarro,Picarro,1000ppm or 5%,1000ppm or 5%,No Bubbler,No Bubbler,31.88,90.55000000000001,1.5091666666666668,30.499999999999993,14.439278704148471,60.0,37.37,01-16-25 Base Case
844,2025-01-16 22:16:00,0.0,74.7,43.6,No Reading,On,1,14.438373662718204,5.432980038497506,0.055,12.138877733322943,2.439,0.04009722054239401,1.415,190.978,6.352,1.005,3.267,13.6562,7.0463,0.9261,N2,Setpoint,6.0,N2,Setpoint,6.0,6.0,N2,Closed,0.0,N2,Closed,0.0,0.0,O2,Setpoint,40.0,O2,Setpoint,40.0,40.0,0.37,Setpoint,68.0,0.4,Setpoint,68.0,66.1,N2,Setpoint,80.0,N2,Setpoint,80.0,80.7,Air,Air,217.8,Setpoint,6.0,Setpoint,6.0,6.0,0,Picarro,Picarro,1000ppm or 5%,1000ppm or 5%,No Bubbler,No Bubbler,31.89,90.71666666666667,1.5119444444444445,30.6,14.438373662718204,60.0,37.37,01-16-25 Base Case
845,2025-01-16 22:16:10,0.0,74.6,43.5,No Reading,On,1,14.42875615777172,5.488693006622516,0.054,12.146796008959875,1.95,0.030517097389949344,1.419,190.978,7.077,1.005,3.267,13.6573,7.9002,0.925,N2,Setpoint,6.0,N2,Setpoint,6.0,6.0,N2,Closed,0.0,N2,Closed,0.0,0.0,O2,Setpoint,40.0,O2,Setpoint,40.0,40.0,0.37,Setpoint,68.0,0.4,Setpoint,68.0,66.0,N2,Setpoint,80.0,N2,Setpoint,80.0,80.3,Air,Air,217.8,Setpoint,6.0,Setpoint,6.0,5.9,0,Picarro,Picarro,1000ppm or 5%,1000ppm or 5%,No Bubbler,No Bubbler,31.9,90.88333333333333,1.514722222222222,30.499999999999993,14.42875615777172,60.0,37.37,01-16-25 Base Case
846,2025-01-16 22:16:20,0.0,74.7,43.4,No Reading,On,1,14.389702911111112,5.622073533333333,0.093,12.192957355555556,2.388,0.016465577777777796,1.331,190.978,7.482,1.005,3.267,13.6601,8.2944,0.926,N2,Setpoint,6.0,N2,Setpoint,6.0,6.0,N2,Closed,0.0,N2,Closed,0.0,0.0,O2,Setpoint,40.0,O2,Setpoint,40.0,40.0,0.37,Setpoint,68.0,0.4,Setpoint,68.0,66.1,N2,Setpoint,80.0,N2,Setpoint,80.0,76.1,Air,Air,217.9,Setpoint,6.0,Setpoint,6.0,5.9,0,Picarro,Picarro,1000ppm or 5%,1000ppm or 5%,No Bubbler,No Bubbler,31.89,91.05000000000001,1.5175000000000003,30.6,14.389702911111112,60.0,37.37,01-16-25 Base Case
847,2025-01-16 22:16:30,0.0,74.5,43.5,No Reading,On,1,14.346048330214426,5.6929132994152045,0.093,12.186838837037037,2.388,0.0022729851851852056,1.331,190.978,7.482,1.005,3.267,13.6704,8.0074,0.9271,N2,Setpoint,6.0,N2,Setpoint,6.0,6.0,N2,Closed,0.0,N2,Closed,0.0,0.0,O2,Setpoint,40.0,O2,Setpoint,40.0,40.0,0.37,Setpoint,68.0,0.4,Setpoint,68.0,66.0,N2,Setpoint,80.0,N2,Setpoint,80.0,80.0,Air,Air,217.8,Setpoint,6.0,Setpoint,6.0,6.0,0,Picarro,Picarro,1000ppm or 5%,1000ppm or 5%,No Bubbler,No Bubbler,31.89,91.21666666666667,1.5202777777777778,30.4,14.346048330214426,60.0,37.37,01-16-25 Base Case
848,2025-01-16 22:16:40,0.0,74.7,43.5,No Reading,On,1,14.319244126266563,5.711111390491037,-0.023,12.230196906469212,2.918,0.00863827201870615,1.419,190.978,7.988,1.005,3.267,13.6724,7.889,0.9263,N2,Setpoint,6.0,N2,Setpoint,6.0,6.0,N2,Closed,0.0,N2,Closed,0.0,0.0,O2,Setpoint,40.0,O2,Setpoint,40.0,40.0,0.37,Setpoint,68.0,0.4,Setpoint,68.0,65.9,N2,Setpoint,80.0,N2,Setpoint,80.0,80.7,Air,Air,217.8,Setpoint,6.0,Setpoint,6.0,6.0,0,Picarro,Picarro,1000ppm or 5%,1000ppm or 5%,No Bubbler,No Bubbler,31.9,91.38333333333333,1.5230555555555554,30.6,14.319244126266563,60.0,37.37,01-16-25 Base Case
849,2025-01-16 22:16:50,0.0,74.7,43.4,No Reading,On,1,14.307864837890472,5.725660236503856,0.055,12.282294720339642,1.235,0.009344039339409527,1.41,190.978,6.825,1.005,3.267,13.6763,7.1659,0.9272,N2,Setpoint,6.0,N2,Setpoint,6.0,6.0,N2,Closed,0.0,N2,Closed,0.0,0.0,O2,Setpoint,40.0,O2,Setpoint,40.0,40.0,0.37,Setpoint,68.0,0.4,Setpoint,68.0,66.2,N2,Setpoint,80.0,N2,Setpoint,80.0,80.1,Air,Air,217.9,Setpoint,6.0,Setpoint,6.0,6.0,0,Picarro,Picarro,1000ppm or 5%,1000ppm or 5%,No Bubbler,No Bubbler,31.9,91.55000000000001,1.5258333333333336,30.6,14.307864837890472,60.0,37.37,01-16-25 Base Case
850,2025-01-16 22:17:00,0.0,74.7,43.5,No Reading,On,1,14.298180249278753,5.724736024093567,0.03,12.311217089278752,1.023,0.008620284132553613,1.425,190.978,6.977,1.005,3.267,13.6626,7.7564,0.9284,N2,Setpoint,6.0,N2,Setpoint,6.0,6.0,N2,Closed,0.0,N2,Closed,0.0,0.0,O2,Setpoint,40.0,O2,Setpoint,40.0,40.0,0.37,Setpoint,68.0,0.4,Setpoint,68.0,66.3,N2,Setpoint,80.0,N2,Setpoint,80.0,82.2,Air,Air,217.9,Setpoint,6.0,Setpoint,6.0,5.9,0,Picarro,Picarro,1000ppm or 5%,1000ppm or 5%,No Bubbler,No Bubbler,31.9,91.71666666666667,1.5286111111111111,30.6,14.298180249278753,60.0,37.37,01-16-25 Base Case
851,2025-01-16 22:17:10,0.0,74.6,43.5,No Reading,On,1,14.276049599064692,5.703817361652377,0.025,12.291914848480124,2.196,0.012357117225253289,1.52,190.978,7.11,1.005,3.267,13.6672,7.3176,0.9311,N2,Setpoint,6.0,N2,Setpoint,6.0,6.0,N2,Closed,0.0,N2,Closed,0.0,0.0,O2,Setpoint,40.0,O2,Setpoint,40.0,40.0,0.37,Setpoint,68.0,0.4,Setpoint,68.0,66.3,N2,Setpoint,80.0,N2,Setpoint,80.0,78.4,Air,Air,217.8,Setpoint,6.0,Setpoint,6.0,5.9,0,Picarro,Picarro,1000ppm or 5%,1000ppm or 5%,No Bubbler,No Bubbler,31.89,91.88333333333333,1.5313888888888887,30.499999999999993,14.276049599064692,60.0,37.37,01-16-25 Base Case
852,2025-01-16 22:17:20,0.0,74.8,43.5,No Reading,On,1,14.244200027747468,5.8189849376461416,0.025,12.263284295089633,2.196,0.003170055650818404,1.52,190.978,7.11,1.005,3.267,13.6694,7.3507,0.9315,N2,Setpoint,6.0,N2,Setpoint,6.0,6.0,N2,Closed,0.0,N2,Closed,0.0,0.0,O2,Setpoint,40.0,O2,Setpoint,40.0,40.0,0.37,Setpoint,68.0,0.4,Setpoint,68.0,66.2,N2,Setpoint,80.0,N2,Setpoint,80.0,80.3,Air,Air,217.8,Setpoint,6.0,Setpoint,6.0,5.9,0,Picarro,Picarro,1000ppm or 5%,1000ppm or 5%,No Bubbler,No Bubbler,31.89,92.05000000000001,1.534166666666667,30.699999999999996,14.244200027747468,60.0,37.37,01-16-25 Base Case
853,2025-01-16 22:17:30,0.0,74.8,43.4,No Reading,On,1,14.250854120891104,5.849850313600249,0.026,12.219140465025705,2.346,0.0008812318118087137,1.453,190.978,9.119,1.005,3.267,13.6688,7.7606,0.932,N2,Setpoint,6.0,N2,Setpoint,6.0,6.0,N2,Closed,0.0,N2,Closed,0.0,0.0,O2,Setpoint,40.0,O2,Setpoint,40.0,40.0,0.37,Setpoint,68.0,0.4,Setpoint,68.0,66.1,N2,Setpoint,80.0,N2,Setpoint,80.0,82.1,Air,Air,217.9,Setpoint,6.0,Setpoint,6.0,5.9,0,Picarro,Picarro,1000ppm or 5%,1000ppm or 5%,No Bubbler,No Bubbler,31.88,92.21666666666667,1.5369444444444444,30.699999999999996,14.250854120891104,60.0,37.37,01-16-25 Base Case
854,2025-01-16 22:17:40,0.0,74.8,43.4,No Reading,On,1,14.239502600838703,5.873346924671895,0.026,12.213546881261165,2.127,0.004697380678729546,1.416,190.978,7.274,1.005,3.267,13.6761,7.2131,0.9302,N2,Setpoint,6.0,N2,Setpoint,6.0,6.0,N2,Closed,0.0,N2,Closed,0.0,0.0,O2,Setpoint,40.0,O2,Setpoint,40.0,40.0,0.37,Setpoint,68.0,0.4,Setpoint,68.0,66.0,N2,Setpoint,80.0,N2,Setpoint,80.0,76.2,Air,Air,217.8,Setpoint,6.0,Setpoint,6.0,5.9,0,Picarro,Picarro,1000ppm or 5%,1000ppm or 5%,No Bubbler,No Bubbler,31.87,92.38333333333333,1.539722222222222,30.699999999999996,14.239502600838703,60.0,37.37,01-16-25 Base Case
855,2025-01-16 22:17:50,0.0,74.7,43.5,No Reading,On,1,14.217700437191828,5.909771690068091,0.032,12.245540851138765,2.154,0.012497956327776505,1.383,190.978,7.838,1.005,3.267,13.6789,7.3765,0.9288,N2,Setpoint,6.0,N2,Setpoint,6.0,6.0,N2,Closed,0.0,N2,Closed,0.0,0.0,O2,Setpoint,40.0,O2,Setpoint,40.0,40.0,0.37,Setpoint,68.0,0.4,Setpoint,68.0,66.1,N2,Setpoint,80.0,N2,Setpoint,80.0,82.0,Air,Air,217.9,Setpoint,6.0,Setpoint,6.0,5.8,0,Picarro,Picarro,1000ppm or 5%,1000ppm or 5%,No Bubbler,No Bubbler,31.88,92.55000000000001,1.5425000000000002,30.6,14.217700437191828,60.0,37.37,01-16-25 Base Case
856,2025-01-16 22:18:00,0.0,74.6,43.5,No Reading,On,1,14.262282890036786,5.936029027471237,0.032,12.258925057133911,2.154,0.019516035689128908,1.383,190.978,7.838,1.005,3.267,13.673,7.4726,0.9293,N2,Setpoint,6.0,N2,Setpoint,6.0,6.0,N2,Closed,0.0,N2,Closed,0.0,0.0,O2,Setpoint,40.0,O2,Setpoint,40.0,40.0,0.37,Setpoint,68.0,0.4,Setpoint,68.0,66.1,N2,Setpoint,80.0,N2,Setpoint,80.0,76.5,Air,Air,217.9,Setpoint,6.0,Setpoint,6.0,5.9,0,Picarro,Picarro,1000ppm or 5%,1000ppm or 5%,No Bubbler,No Bubbler,31.88,92.71666666666667,1.5452777777777778,30.499999999999993,14.262282890036786,60.0,37.37,01-16-25 Base Case
857,2025-01-16 22:18:10,0.0,74.7,43.4,No Reading,On,1,14.274386089124338,6.022121528513556,-0.029,12.249857365534435,2.203,0.03179347086319728,1.48,190.979,6.687,1.005,3.267,13.6765,7.9298,0.9274,N2,Setpoint,6.0,N2,Setpoint,6.0,6.0,N2,Closed,0.0,N2,Closed,0.0,0.0,O2,Setpoint,40.0,O2,Setpoint,40.0,40.0,0.37,Setpoint,68.0,0.4,Setpoint,68.0,66.1,N2,Setpoint,80.0,N2,Setpoint,80.0,80.2,Air,Air,217.9,Setpoint,6.0,Setpoint,6.0,5.8,0,Picarro,Picarro,1000ppm or 5%,1000ppm or 5%,No Bubbler,No Bubbler,31.87,92.88333333333333,1.5480555555555555,30.6,14.274386089124338,60.0,37.37,01-16-25 Base Case
858,2025-01-16 22:18:20,0.0,74.6,43.6,No Reading,On,1,14.277356827822832,6.101824722395508,-0.005,12.239656710542732,1.599,0.044170661883967566,1.431,191.015,8.235,1.005,3.267,13.6799,7.8526,0.9264,N2,Setpoint,6.0,N2,Setpoint,6.0,6.0,N2,Closed,0.0,N2,Closed,0.0,0.0,O2,Setpoint,40.0,O2,Setpoint,40.0,40.0,0.37,Setpoint,68.0,0.4,Setpoint,68.0,66.0,N2,Setpoint,80.0,N2,Setpoint,80.0,76.5,Air,Air,217.9,Setpoint,6.0,Setpoint,6.0,5.9,0,Picarro,Picarro,1000ppm or 5%,1000ppm or 5%,No Bubbler,No Bubbler,31.87,93.05000000000001,1.5508333333333335,30.499999999999993,14.277356827822832,60.0,37.37,01-16-25 Base Case
859,2025-01-16 22:18:31,0.0,74.6,43.5,No Reading,On,1,14.27366132985191,6.185762702104443,0.048,12.22788352720187,2.93,0.06372455666406862,1.404,191.054,8.432,1.005,3.267,13.6751,7.5999,0.9261,N2,Setpoint,6.0,N2,Setpoint,6.0,6.0,N2,Closed,0.0,N2,Closed,0.0,0.0,O2,Setpoint,40.0,O2,Setpoint,40.0,40.0,0.37,Setpoint,68.0,0.4,Setpoint,68.0,66.2,N2,Setpoint,80.0,N2,Setpoint,80.0,79.9,Air,Air,217.9,Setpoint,6.0,Setpoint,6.0,5.9,0,Picarro,Picarro,1000ppm or 5%,1000ppm or 5%,No Bubbler,No Bubbler,31.87,93.23333333333335,1.553888888888889,30.499999999999993,14.27366132985191,60.0,37.37,01-16-25 Base Case
860,2025-01-16 22:18:41,0.0,74.6,43.5,No Reading,On,1,14.266095139051181,6.251231821219911,0.027,12.212315523954196,2.122,0.08222950595933631,1.384,191.054,9.005,1.005,3.268,13.6748,7.4929,0.9256,N2,Setpoint,6.0,N2,Setpoint,6.0,6.0,N2,Closed,0.0,N2,Closed,0.0,0.0,O2,Setpoint,40.0,O2,Setpoint,40.0,40.0,0.37,Setpoint,68.0,0.4,Setpoint,68.0,66.3,N2,Setpoint,80.0,N2,Setpoint,80.0,80.0,Air,Air,218.0,Setpoint,6.0,Setpoint,6.0,6.0,0,Picarro,Picarro,1000ppm or 5%,1000ppm or 5%,No Bubbler,No Bubbler,31.87,93.4,1.5566666666666669,30.499999999999993,14.266095139051181,60.0,37.37,01-16-25 Base Case
861,2025-01-16 22:18:51,0.0,74.6,43.4,No Reading,On,1,14.255693954973903,6.256509534081172,0.027,12.179767420814832,2.122,0.07149802664173877,1.384,191.054,9.005,1.005,3.268,13.6754,7.7671,0.9277,N2,Setpoint,6.0,N2,Setpoint,6.0,6.0,N2,Closed,0.0,N2,Closed,0.0,0.0,O2,Setpoint,40.0,O2,Setpoint,40.0,40.0,0.37,Setpoint,68.0,0.4,Setpoint,68.0,66.1,N2,Setpoint,80.0,N2,Setpoint,80.0,82.3,Air,Air,217.9,Setpoint,6.0,Setpoint,6.0,6.0,0,Picarro,Picarro,1000ppm or 5%,1000ppm or 5%,No Bubbler,No Bubbler,31.9,93.56666666666666,1.5594444444444444,30.499999999999993,14.255693954973903,60.0,37.37,01-16-25 Base Case
862,2025-01-16 22:19:01,0.0,74.8,43.5,No Reading,On,1,14.284906929975048,6.17224064753587,-0.015,12.157067635683093,1.703,0.06905842007174051,1.445,191.054,6.893,1.005,3.268,13.684,6.2504,0.9272,N2,Setpoint,6.0,N2,Setpoint,6.0,6.0,N2,Closed,0.0,N2,Closed,0.0,0.0,O2,Setpoint,40.0,O2,Setpoint,40.0,40.0,0.37,Setpoint,68.0,0.4,Setpoint,68.0,66.3,N2,Setpoint,80.0,N2,Setpoint,80.0,82.4,Air,Air,217.9,Setpoint,6.0,Setpoint,6.0,5.9,0,Picarro,Picarro,1000ppm or 5%,1000ppm or 5%,No Bubbler,No Bubbler,31.89,93.73333333333335,1.5622222222222224,30.699999999999996,14.284906929975048,60.0,37.37,01-16-25 Base Case
863,2025-01-16 22:19:11,0.0,74.6,43.5,No Reading,On,1,14.266300646481179,6.204213950666355,0.049,12.164883737043098,2.06,0.05781596414932588,1.475,191.054,5.773,1.005,3.268,13.6773,7.4453,0.9265,N2,Setpoint,6.0,N2,Setpoint,6.0,6.0,N2,Closed,0.0,N2,Closed,0.0,0.0,O2,Setpoint,40.0,O2,Setpoint,40.0,40.0,0.37,Setpoint,68.0,0.4,Setpoint,68.0,66.2,N2,Setpoint,80.0,N2,Setpoint,80.0,75.9,Air,Air,217.9,Setpoint,6.0,Setpoint,6.0,6.0,0,Picarro,Picarro,1000ppm or 5%,1000ppm or 5%,No Bubbler,No Bubbler,31.89,93.9,1.5650000000000002,30.499999999999993,14.266300646481179,60.0,37.37,01-16-25 Base Case
864,2025-01-16 22:19:21,0.0,74.6,43.4,No Reading,On,1,14.249603763922424,6.2260583767427375,0.13,12.17677436015266,1.871,0.04662878775605578,1.467,191.054,8.508,1.005,3.268,13.6661,7.1592,0.9267,N2,Setpoint,6.0,N2,Setpoint,6.0,6.0,N2,Closed,0.0,N2,Closed,0.0,0.0,O2,Setpoint,40.0,O2,Setpoint,40.0,40.0,0.37,Setpoint,68.0,0.4,Setpoint,68.0,66.1,N2,Setpoint,80.0,N2,Setpoint,80.0,81.4,Air,Air,217.9,Setpoint,6.0,Setpoint,6.0,6.0,0,Picarro,Picarro,1000ppm or 5%,1000ppm or 5%,No Bubbler,No Bubbler,31.89,94.06666666666666,1.5677777777777777,30.499999999999993,14.249603763922424,60.0,37.37,01-16-25 Base Case
865,2025-01-16 22:19:31,0.0,74.8,43.4,No Reading,On,1,14.29717766456091,6.085244566136328,0.13,12.162001257214163,1.871,0.047231302682888776,1.467,191.054,8.508,1.005,3.268,13.6731,7.0157,0.9273,N2,Setpoint,6.0,N2,Setpoint,6.0,6.0,N2,Closed,0.0,N2,Closed,0.0,0.0,O2,Setpoint,40.0,O2,Setpoint,40.0,40.0,0.37,Setpoint,68.0,0.4,Setpoint,68.0,66.0,N2,Setpoint,80.0,N2,Setpoint,80.0,82.9,Air,Air,218.0,Setpoint,6.0,Setpoint,6.0,5.9,0,Picarro,Picarro,1000ppm or 5%,1000ppm or 5%,No Bubbler,No Bubbler,31.91,94.23333333333335,1.5705555555555557,30.699999999999996,14.29717766456091,60.0,37.37,01-16-25 Base Case
866,2025-01-16 22:19:41,0.0,74.8,43.5,No Reading,On,1,14.30881625448448,6.093348606067696,0.03,12.159875223834035,2.336,0.04848929675557634,1.47,191.054,7.203,1.005,3.269,13.6699,7.2299,0.9302,N2,Setpoint,6.0,N2,Setpoint,6.0,6.0,N2,Closed,0.0,N2,Closed,0.0,0.0,O2,Setpoint,40.0,O2,Setpoint,40.0,40.0,0.37,Setpoint,68.0,0.4,Setpoint,68.0,66.1,N2,Setpoint,80.0,N2,Setpoint,80.0,82.0,Air,Air,217.9,Setpoint,6.0,Setpoint,6.0,5.9,0,Picarro,Picarro,1000ppm or 5%,1000ppm or 5%,No Bubbler,No Bubbler,31.9,94.4,1.5733333333333335,30.699999999999996,14.30881625448448,60.0,37.37,01-16-25 Base Case
