,Timestamp,Light Power Meter: Irradiance (mW/cm2),Cl2 LabJack: Cl2 Node A (mV),Cl2 LabJack: Cl2 Node B (mV),Reactor TC: Temperature,UV Light: Status Selection,UV Light: Actual Status,FTIR: CH4 (ppm),FTIR: CO2 (ppm),FTIR: H2O (%),FTIR: CO (ppm),FTIR: HCL (ppm),FTIR: CH2O (ppm),FTIR: CH2O2 (ppm),FTIR: CH3Cl (ppm),FTIR: NO (ppm),FTIR: NH3 (ppm),FTIR: Toluene (ppm),Picarro: CH4 (ppm),Picarro: CO2 (ppm),Picarro: H2O (vol %),Methane MFC: Gas Selection,Methane MFC: Mode Selection,Methane MFC: Setpoint Entry,Methane MFC: Device Gas,Methane MFC: Device Mode,Methane MFC: Device Setpoint,Methane MFC: Actual Flow,LF N2 MFC: Gas Selection,LF N2 MFC: Mode Selection,LF N2 MFC: Setpoint Entry,LF N2 MFC: Device Gas,LF N2 MFC: Device Mode,LF N2 MFC: Device Setpoint,LF N2 MFC: Actual Flow,O2 MFC: Gas Selection,O2 MFC: Mode Selection,O2 MFC: Setpoint Entry,O2 MFC: Device Gas,O2 MFC: Device Mode,O2 MFC: Device Setpoint,O2 MFC: Actual Flow,HF N2 MFC: Scale Factor Entry,HF N2 MFC: Mode Selection,HF N2 MFC: Setpoint Entry,HF N2 MFC: Device Scale Factor,HF N2 MFC: Device Mode,HF N2 MFC: Device Setpoint,HF N2 MFC: Actual Flow,Humid N2 MFC: Gas Selection,Humid N2 MFC: Mode Selection,Humid N2 MFC: Setpoint Entry,Humid N2 MFC: Device Gas,Humid N2 MFC: Device Mode,Humid N2 MFC: Device Setpoint,Humid N2 MFC: Actual Flow,MFM: Gas Selection,MFM: Device Gas,MFM: Actual Flow,Cl2 MFC: Mode Selection,Cl2 MFC: Setpoint Entry,Cl2 MFC: Device Mode,Cl2 MFC: Device Setpoint,Cl2 MFC: Actual Flow,Cl2 MFC: Zero Offset (sccm),Picarro Bypass Valve: Position Selection,Picarro Bypass Valve: Actual Position,Tank Selector Valve: Position Selection,Tank Selector Valve: Actual Position,Bubbler Bypass Valve: Position Selection,Bubbler Bypass Valve: Actual Position,Humidity Probe: Rel. Humidity (%),Minutes,Hours,Cl2 LabJack: Cl2 reading minus zero (mV),Selected: CH4 (ppm),bypass_start,closest_start_time,experiment_name
2313,2025-01-31 23:51:05,0.0,46.3,43.3,No Reading,On,1,-0.5055301690580163,424.32002325826573,0.062,0.7567966824703681,3.513,-0.2627069195258889,0.593,191.054,424.365,1.008,2.958,1.4569,425.786,1.635,N2,Setpoint,38.0,N2,Setpoint,38.0,38.0,Ar,Setpoint,1.7,Ar,Setpoint,1.7,1.7,O2,Setpoint,40.0,O2,Setpoint,40.0,40.0,0.37,Closed,0.0,0.4,Closed,0.0,5.8,N2,Setpoint,101.3,N2,Setpoint,101.0,97.9,Air,Air,215.5,Setpoint,19.0,Setpoint,18.9,19.0,0,Picarro,No Reading,10 ppm,10 ppm,No Bubbler,No Bubbler,41.48,35.68333333333334,0.5947222222222223,3.299999999999997,1.4569,26.333333333333314,0.0,01-31-25 Realistic AMR
2314,2025-01-31 23:51:15,0.0,46.1,43.2,No Reading,On,1,-0.5156896227591582,424.3623084629774,-0.013,0.7670408939984412,3.619,-0.2647764746687451,0.616,191.054,427.1,1.008,2.961,1.4566,425.1167,1.6243,N2,Setpoint,38.0,N2,Setpoint,38.0,38.0,Ar,Setpoint,1.7,Ar,Setpoint,1.7,1.7,O2,Setpoint,40.0,O2,Setpoint,40.0,40.0,0.37,Closed,0.0,0.4,Closed,0.0,5.8,N2,Setpoint,101.3,N2,Setpoint,101.0,100.1,Air,Air,215.5,Setpoint,19.0,Setpoint,18.9,18.8,0,Picarro,No Reading,10 ppm,10 ppm,No Bubbler,No Bubbler,41.49,35.85000000000002,0.5975000000000004,3.1000000000000014,1.4566,26.333333333333314,0.0,01-31-25 Realistic AMR
2315,2025-01-31 23:51:25,0.0,46.3,43.2,No Reading,On,1,-0.5061623331518781,424.34694113235867,-0.026,0.7650025106928999,2.858,-0.2613473371957384,0.604,191.054,426.343,1.008,2.964,1.4566,425.3359,1.6171,N2,Setpoint,38.0,N2,Setpoint,38.0,38.0,Ar,Setpoint,1.7,Ar,Setpoint,1.7,1.7,O2,Setpoint,40.0,O2,Setpoint,40.0,40.0,0.37,Closed,0.0,0.4,Closed,0.0,5.9,N2,Setpoint,101.3,N2,Setpoint,101.0,104.5,Air,Air,215.5,Setpoint,19.0,Setpoint,18.9,19.0,0,Picarro,No Reading,10 ppm,10 ppm,No Bubbler,No Bubbler,41.48,36.01666666666665,0.6002777777777776,3.299999999999997,1.4566,26.333333333333314,0.0,01-31-25 Realistic AMR
2316,2025-01-31 23:51:35,0.0,46.2,43.3,No Reading,On,1,-0.4932491728961069,424.3101948694537,0.012,0.7484424106768203,3.205,-0.2525830672157899,0.464,191.054,425.165,1.008,2.967,1.456,426.3191,1.6095,N2,Setpoint,38.0,N2,Setpoint,38.0,38.0,Ar,Setpoint,1.7,Ar,Setpoint,1.7,1.7,O2,Setpoint,40.0,O2,Setpoint,40.0,40.0,0.37,Closed,0.0,0.4,Closed,0.0,5.7,N2,Setpoint,101.3,N2,Setpoint,101.0,104.2,Air,Air,215.5,Setpoint,19.0,Setpoint,18.9,19.0,0,Picarro,No Reading,10 ppm,10 ppm,No Bubbler,No Bubbler,41.49,36.18333333333334,0.6030555555555556,3.200000000000003,1.456,26.333333333333314,0.0,01-31-25 Realistic AMR
2317,2025-01-31 23:51:45,0.0,46.3,43.3,No Reading,On,1,-0.48631856445722277,424.3860795535783,0.012,0.754721841868055,3.205,-0.2442257744968529,0.464,191.054,425.165,1.008,2.967,1.4561,425.7844,1.6037,N2,Setpoint,38.0,N2,Setpoint,38.0,38.0,Ar,Setpoint,1.7,Ar,Setpoint,1.7,1.7,O2,Setpoint,40.0,O2,Setpoint,40.0,40.0,0.37,Closed,0.0,0.4,Closed,0.0,5.7,N2,Setpoint,101.3,N2,Setpoint,101.0,98.2,Air,Air,215.5,Setpoint,19.0,Setpoint,18.9,18.9,0,Picarro,No Reading,10 ppm,10 ppm,No Bubbler,No Bubbler,41.5,36.35000000000002,0.6058333333333337,3.299999999999997,1.4561,26.333333333333314,0.0,01-31-25 Realistic AMR
2318,2025-01-31 23:51:55,0.0,46.3,43.3,No Reading,On,1,-0.5205050175521078,424.42159253737657,0.062,0.7345045038395236,2.877,-0.2279012432220655,0.614,191.054,426.779,1.008,2.97,1.4559,426.7788,1.5923,N2,Setpoint,38.0,N2,Setpoint,38.0,38.0,Ar,Setpoint,1.7,Ar,Setpoint,1.7,1.7,O2,Setpoint,40.0,O2,Setpoint,40.0,40.0,0.37,Closed,0.0,0.4,Closed,0.0,5.8,N2,Setpoint,101.3,N2,Setpoint,101.0,102.1,Air,Air,215.4,Setpoint,19.0,Setpoint,18.9,19.0,0,Picarro,No Reading,10 ppm,10 ppm,No Bubbler,No Bubbler,41.49,36.51666666666665,0.6086111111111109,3.299999999999997,1.4559,26.333333333333314,0.0,01-31-25 Realistic AMR
2319,2025-01-31 23:52:05,0.0,46.1,43.2,No Reading,On,1,-0.5354907140631087,424.37161116595246,-0.006,0.7228282123100895,2.989,-0.23413882781456952,0.662,191.054,426.283,1.008,2.974,1.4559,425.9452,1.584,N2,Setpoint,38.0,N2,Setpoint,38.0,38.0,Ar,Setpoint,1.7,Ar,Setpoint,1.7,1.7,O2,Setpoint,40.0,O2,Setpoint,40.0,40.0,0.37,Closed,0.0,0.4,Closed,0.0,5.7,N2,Setpoint,101.3,N2,Setpoint,101.0,103.6,Air,Air,215.4,Setpoint,19.0,Setpoint,18.9,18.9,0,Picarro,No Reading,10 ppm,10 ppm,No Bubbler,No Bubbler,41.5,36.68333333333334,0.611388888888889,3.1000000000000014,1.4559,26.333333333333314,0.0,01-31-25 Realistic AMR
2320,2025-01-31 23:52:15,0.0,46.3,43.3,No Reading,On,1,-0.5485347469785575,424.2988324748538,-0.017,0.7223454541910331,2.263,-0.2452106319688109,0.508,191.054,425.034,1.008,2.976,1.4554,426.2127,1.5714,N2,Setpoint,38.0,N2,Setpoint,38.0,38.0,Ar,Setpoint,1.7,Ar,Setpoint,1.7,1.7,O2,Setpoint,40.0,O2,Setpoint,40.0,40.0,0.37,Closed,0.0,0.4,Closed,0.0,5.7,N2,Setpoint,101.3,N2,Setpoint,101.0,103.7,Air,Air,215.4,Setpoint,19.0,Setpoint,18.9,18.9,0,Picarro,No Reading,10 ppm,10 ppm,No Bubbler,No Bubbler,41.5,36.85000000000002,0.6141666666666671,3.299999999999997,1.4554,26.333333333333314,0.0,01-31-25 Realistic AMR
2321,2025-01-31 23:52:25,0.0,46.2,43.2,No Reading,On,1,-0.5866620464463841,424.2892881084788,-0.011,0.7297446075436409,2.259,-0.23539722288029924,0.603,191.054,425.02,1.008,2.979,1.4554,426.0891,1.5582,N2,Setpoint,38.0,N2,Setpoint,38.0,38.0,Ar,Setpoint,1.7,Ar,Setpoint,1.7,1.7,O2,Setpoint,40.0,O2,Setpoint,40.0,40.0,0.37,Closed,0.0,0.4,Closed,0.0,5.7,N2,Setpoint,101.3,N2,Setpoint,101.0,100.2,Air,Air,215.4,Setpoint,19.0,Setpoint,18.9,19.0,0,Picarro,No Reading,10 ppm,10 ppm,No Bubbler,No Bubbler,41.5,37.01666666666665,0.6169444444444442,3.200000000000003,1.4554,26.333333333333314,0.0,01-31-25 Realistic AMR
2322,2025-01-31 23:52:35,0.0,46.3,43.3,No Reading,On,1,-0.5364726761221945,424.34914783416457,-0.011,0.7531400252493765,2.259,-0.24230729145885285,0.603,191.054,425.02,1.008,2.979,1.4554,426.6743,1.5485,N2,Setpoint,38.0,N2,Setpoint,38.0,38.0,Ar,Setpoint,1.7,Ar,Setpoint,1.7,1.7,O2,Setpoint,40.0,O2,Setpoint,40.0,40.0,0.37,Closed,0.0,0.4,Closed,0.0,5.7,N2,Setpoint,101.3,N2,Setpoint,101.0,101.9,Air,Air,215.4,Setpoint,19.0,Setpoint,18.9,19.0,0,Picarro,No Reading,10 ppm,10 ppm,No Bubbler,No Bubbler,41.5,37.18333333333334,0.6197222222222223,3.299999999999997,1.4554,26.333333333333314,0.0,01-31-25 Realistic AMR
2323,2025-01-31 23:52:45,0.0,46.3,43.3,No Reading,On,1,-0.49402741608228146,424.3830366797569,-0.087,0.757101507713885,2.721,-0.25114872183263204,0.567,191.054,426.834,1.008,2.982,1.4559,425.631,1.5372,N2,Setpoint,38.0,N2,Setpoint,38.0,38.0,Ar,Setpoint,1.7,Ar,Setpoint,1.7,1.7,O2,Setpoint,40.0,O2,Setpoint,40.0,40.0,0.37,Closed,0.0,0.4,Closed,0.0,5.9,N2,Setpoint,101.3,N2,Setpoint,101.0,101.8,Air,Air,215.4,Setpoint,19.0,Setpoint,18.9,19.0,0,Picarro,No Reading,10 ppm,10 ppm,No Bubbler,No Bubbler,41.49,37.35000000000002,0.6225000000000004,3.299999999999997,1.4559,26.333333333333314,0.0,01-31-25 Realistic AMR
2324,2025-01-31 23:52:55,0.0,46.2,43.3,No Reading,On,1,-0.4860976966625078,424.4537966877729,0.002,0.7450486180598878,2.315,-0.25817942186525267,0.612,191.054,426.044,1.008,2.984,1.4556,426.2281,1.5248,N2,Setpoint,38.0,N2,Setpoint,38.0,38.0,Ar,Setpoint,1.7,Ar,Setpoint,1.7,1.7,O2,Setpoint,40.0,O2,Setpoint,40.0,40.0,0.37,Closed,0.0,0.4,Closed,0.0,5.6,N2,Setpoint,101.3,N2,Setpoint,101.0,103.7,Air,Air,215.4,Setpoint,19.0,Setpoint,18.9,19.0,0,Picarro,No Reading,10 ppm,10 ppm,No Bubbler,No Bubbler,41.48,37.51666666666665,0.6252777777777775,3.200000000000003,1.4556,26.333333333333314,0.0,01-31-25 Realistic AMR
2325,2025-01-31 23:53:05,0.0,46.4,43.3,No Reading,On,1,-0.4873766035825545,424.55977415654206,0.008,0.7232510880062306,3.227,-0.257199234423676,0.575,191.026,425.912,1.008,2.987,1.4552,426.7746,1.5175,N2,Setpoint,38.0,N2,Setpoint,38.0,38.0,Ar,Setpoint,1.7,Ar,Setpoint,1.7,1.7,O2,Setpoint,40.0,O2,Setpoint,40.0,40.0,0.37,Closed,0.0,0.4,Closed,0.0,6.3,N2,Setpoint,101.3,N2,Setpoint,101.0,97.8,Air,Air,215.4,Setpoint,19.0,Setpoint,18.9,18.9,0,Picarro,No Reading,10 ppm,10 ppm,No Bubbler,No Bubbler,41.48,37.68333333333334,0.6280555555555556,3.3999999999999986,1.4552,26.333333333333314,0.0,01-31-25 Realistic AMR
2326,2025-01-31 23:53:15,0.0,46.3,43.2,No Reading,On,1,-0.37926055996884733,424.6047905116822,0.008,0.7060961035825546,3.227,-0.23391029361370713,0.575,191.026,425.912,1.008,2.987,1.4553,426.3645,1.5093,N2,Setpoint,38.0,N2,Setpoint,38.0,38.0,Ar,Setpoint,1.7,Ar,Setpoint,1.7,1.7,O2,Setpoint,40.0,O2,Setpoint,40.0,40.0,0.37,Closed,0.0,0.4,Closed,0.0,5.7,N2,Setpoint,101.3,N2,Setpoint,101.0,100.9,Air,Air,215.3,Setpoint,19.0,Setpoint,18.9,19.1,0,Picarro,No Reading,10 ppm,10 ppm,No Bubbler,No Bubbler,41.48,37.85000000000002,0.6308333333333337,3.299999999999997,1.4553,26.333333333333314,0.0,01-31-25 Realistic AMR
2327,2025-01-31 23:53:25,0.0,46.3,43.2,No Reading,On,1,-0.352062049122807,424.6873388385965,-0.041,0.6895473087719298,3.479,-0.20412408771929824,0.402,190.978,427.678,1.008,2.989,1.4554,426.8081,1.5007,N2,Setpoint,38.0,N2,Setpoint,38.0,38.0,Ar,Setpoint,1.7,Ar,Setpoint,1.7,1.7,O2,Setpoint,40.0,O2,Setpoint,40.0,40.0,0.37,Closed,0.0,0.4,Closed,0.0,6.0,N2,Setpoint,101.3,N2,Setpoint,101.0,104.9,Air,Air,215.3,Setpoint,19.0,Setpoint,18.9,19.0,0,Picarro,No Reading,10 ppm,10 ppm,No Bubbler,No Bubbler,41.49,38.01666666666665,0.6336111111111109,3.299999999999997,1.4554,26.333333333333314,0.0,01-31-25 Realistic AMR
2328,2025-01-31 23:53:35,0.0,46.3,43.3,No Reading,On,1,-0.3427532253411306,424.903282851462,0.072,0.6973991520467836,4.407,-0.17549097894736843,0.485,190.978,427.45,1.008,2.991,1.4555,427.0341,1.4926,N2,Setpoint,38.0,N2,Setpoint,38.0,38.0,Ar,Setpoint,1.7,Ar,Setpoint,1.7,1.7,O2,Setpoint,40.0,O2,Setpoint,40.0,40.0,0.37,Closed,0.0,0.4,Closed,0.0,5.7,N2,Setpoint,101.3,N2,Setpoint,101.0,104.9,Air,Air,215.3,Setpoint,19.0,Setpoint,18.9,19.0,0,Picarro,No Reading,10 ppm,10 ppm,No Bubbler,No Bubbler,41.49,38.18333333333334,0.636388888888889,3.299999999999997,1.4555,26.333333333333314,0.0,01-31-25 Realistic AMR
2329,2025-01-31 23:53:45,0.0,46.3,43.2,No Reading,On,1,-0.32960401013250196,425.118454589244,0.043,0.7135664590802806,4.079,-0.15680624084177708,0.498,190.978,428.925,1.008,2.993,1.4547,426.5771,1.4871,N2,Setpoint,38.0,N2,Setpoint,38.0,38.0,Ar,Setpoint,1.7,Ar,Setpoint,1.7,1.7,O2,Setpoint,40.0,O2,Setpoint,40.0,40.0,0.37,Closed,0.0,0.4,Closed,0.0,5.8,N2,Setpoint,101.3,N2,Setpoint,101.0,103.6,Air,Air,215.3,Setpoint,19.0,Setpoint,18.9,18.9,0,Picarro,No Reading,10 ppm,10 ppm,No Bubbler,No Bubbler,41.51,38.35000000000002,0.639166666666667,3.299999999999997,1.4547,26.333333333333314,0.0,01-31-25 Realistic AMR
2330,2025-01-31 23:53:55,0.0,46.2,43.3,No Reading,On,1,-0.2922281084449984,425.17210169289496,0.043,0.7191473974758492,4.079,-0.1555215791523839,0.498,190.978,428.925,1.008,2.993,1.4551,426.7614,1.4813,N2,Setpoint,38.0,N2,Setpoint,38.0,38.0,Ar,Setpoint,1.7,Ar,Setpoint,1.7,1.7,O2,Setpoint,40.0,O2,Setpoint,40.0,40.0,0.37,Closed,0.0,0.4,Closed,0.0,5.5,N2,Setpoint,101.3,N2,Setpoint,101.0,100.2,Air,Air,215.3,Setpoint,19.0,Setpoint,18.9,18.9,0,Picarro,No Reading,10 ppm,10 ppm,No Bubbler,No Bubbler,41.5,38.51666666666665,0.6419444444444442,3.200000000000003,1.4551,26.333333333333314,0.0,01-31-25 Realistic AMR
2331,2025-01-31 23:54:05,0.0,46.3,43.2,No Reading,On,1,-0.16596759114989093,425.0307360026488,-0.038,0.7436293233094422,4.207,-0.1616130406668744,0.552,190.978,427.629,1.008,2.995,1.4549,426.5182,1.4737,N2,Setpoint,38.0,N2,Setpoint,38.0,38.0,Ar,Setpoint,1.7,Ar,Setpoint,1.7,1.7,O2,Setpoint,40.0,O2,Setpoint,40.0,40.0,0.37,Closed,0.0,0.4,Closed,0.0,5.8,N2,Setpoint,101.3,N2,Setpoint,101.0,102.3,Air,Air,215.3,Setpoint,19.0,Setpoint,18.9,19.0,0,Picarro,No Reading,10 ppm,10 ppm,No Bubbler,No Bubbler,41.51,38.68333333333334,0.6447222222222223,3.299999999999997,1.4549,26.333333333333314,0.0,01-31-25 Realistic AMR
2332,2025-01-31 23:54:15,0.0,46.3,43.2,No Reading,On,1,-0.0409351192119755,425.0191042717754,0.044,0.7450904007601024,4.046,-0.14204015954393856,0.567,190.978,424.469,1.008,2.997,1.4549,426.0788,1.4666,N2,Setpoint,38.0,N2,Setpoint,38.0,38.0,Ar,Setpoint,1.7,Ar,Setpoint,1.7,1.7,O2,Setpoint,40.0,O2,Setpoint,40.0,40.0,0.37,Closed,0.0,0.4,Closed,0.0,5.8,N2,Setpoint,101.3,N2,Setpoint,101.0,100.5,Air,Air,215.2,Setpoint,19.0,Setpoint,18.9,19.0,0,Picarro,No Reading,10 ppm,10 ppm,No Bubbler,No Bubbler,41.5,38.85000000000002,0.6475000000000004,3.299999999999997,1.4549,26.333333333333314,0.0,01-31-25 Realistic AMR
2333,2025-01-31 23:54:25,0.0,46.3,43.3,No Reading,On,1,0.09161008345740931,425.0556862924536,0.037,0.748573186740851,3.386,-0.12185070331478723,0.43,190.964,425.362,1.008,2.999,1.4549,427.4033,1.4596,N2,Setpoint,38.0,N2,Setpoint,38.0,38.0,Ar,Setpoint,1.7,Ar,Setpoint,1.7,1.7,O2,Setpoint,40.0,O2,Setpoint,40.0,40.0,0.37,Closed,0.0,0.4,Closed,0.0,5.8,N2,Setpoint,101.3,N2,Setpoint,101.0,98.4,Air,Air,215.2,Setpoint,19.0,Setpoint,18.9,18.9,0,Picarro,No Reading,10 ppm,10 ppm,No Bubbler,No Bubbler,41.5,39.01666666666665,0.6502777777777775,3.299999999999997,1.4549,26.333333333333314,0.0,01-31-25 Realistic AMR
2334,2025-01-31 23:54:35,0.0,46.3,43.3,No Reading,On,1,0.20873712215643503,425.0879373362418,0.036,0.7542151586163914,4.123,-0.10892800093487068,0.419,190.908,425.635,1.008,3.0,1.4542,426.7302,1.452,N2,Setpoint,38.0,N2,Setpoint,38.0,38.0,Ar,Setpoint,1.7,Ar,Setpoint,1.7,1.7,O2,Setpoint,40.0,O2,Setpoint,40.0,40.0,0.37,Closed,0.0,0.4,Closed,0.0,5.8,N2,Setpoint,101.3,N2,Setpoint,101.0,104.5,Air,Air,215.2,Setpoint,19.0,Setpoint,18.9,19.0,0,Picarro,No Reading,10 ppm,10 ppm,No Bubbler,No Bubbler,41.5,39.18333333333334,0.6530555555555556,3.299999999999997,1.4542,26.333333333333314,0.0,01-31-25 Realistic AMR
2335,2025-01-31 23:54:45,0.0,46.2,43.2,No Reading,On,1,0.2378980757245248,425.06095307323153,0.036,0.7343055294484263,4.123,-0.09677234496727952,0.419,190.908,425.635,1.008,3.0,1.4552,427.09,1.4424,N2,Setpoint,38.0,N2,Setpoint,38.0,38.0,Ar,Setpoint,1.7,Ar,Setpoint,1.7,1.7,O2,Setpoint,40.0,O2,Setpoint,40.0,40.0,0.37,Closed,0.0,0.4,Closed,0.0,5.7,N2,Setpoint,101.3,N2,Setpoint,101.0,99.1,Air,Air,215.2,Setpoint,19.0,Setpoint,18.9,19.0,0,Picarro,No Reading,10 ppm,10 ppm,No Bubbler,No Bubbler,41.5,39.35000000000002,0.6558333333333337,3.200000000000003,1.4552,26.333333333333314,0.0,01-31-25 Realistic AMR
2336,2025-01-31 23:54:55,0.0,46.3,43.3,No Reading,On,1,0.24691280224578915,425.1108960015596,0.005,0.7455463181534623,4.115,-0.05944289800374297,0.447,190.902,426.487,1.008,3.002,1.4548,426.9404,1.4359,N2,Setpoint,38.0,N2,Setpoint,38.0,38.0,Ar,Setpoint,1.7,Ar,Setpoint,1.7,1.7,O2,Setpoint,40.0,O2,Setpoint,40.0,40.0,0.37,Closed,0.0,0.4,Closed,0.0,5.8,N2,Setpoint,101.3,N2,Setpoint,101.0,100.4,Air,Air,215.2,Setpoint,19.0,Setpoint,18.9,19.0,0,Picarro,No Reading,10 ppm,10 ppm,No Bubbler,No Bubbler,41.5,39.51666666666665,0.6586111111111108,3.299999999999997,1.4548,26.333333333333314,0.0,01-31-25 Realistic AMR
2337,2025-01-31 23:55:05,0.0,46.4,43.2,No Reading,On,1,0.3029162182385035,425.10430832424004,0.076,0.7487889446609509,4.092,-0.0308093803585347,0.439,190.902,426.76,1.008,3.003,1.4545,427.2722,1.4285,N2,Setpoint,38.0,N2,Setpoint,38.0,38.0,Ar,Setpoint,1.7,Ar,Setpoint,1.7,1.7,O2,Setpoint,40.0,O2,Setpoint,40.0,40.0,0.37,Closed,0.0,0.4,Closed,0.0,5.7,N2,Setpoint,101.3,N2,Setpoint,101.0,98.3,Air,Air,215.2,Setpoint,19.0,Setpoint,18.9,18.9,0,Picarro,No Reading,10 ppm,10 ppm,No Bubbler,No Bubbler,41.5,39.68333333333334,0.6613888888888889,3.3999999999999986,1.4545,26.333333333333314,0.0,01-31-25 Realistic AMR
2338,2025-01-31 23:55:15,0.0,46.2,43.2,No Reading,On,1,0.3457344794499262,425.05473372915856,-0.003,0.7550455204723797,4.517,-0.021285072877010314,0.436,190.902,425.388,1.008,3.005,1.4545,427.2285,1.4183,N2,Setpoint,38.0,N2,Setpoint,38.0,38.0,Ar,Setpoint,1.7,Ar,Setpoint,1.7,1.7,O2,Setpoint,40.0,O2,Setpoint,40.0,40.0,0.37,Closed,0.0,0.4,Closed,0.0,5.5,N2,Setpoint,101.3,N2,Setpoint,101.0,100.6,Air,Air,215.2,Setpoint,19.0,Setpoint,18.9,18.9,0,Picarro,No Reading,10 ppm,10 ppm,No Bubbler,No Bubbler,41.5,39.85000000000002,0.664166666666667,3.200000000000003,1.4545,26.333333333333314,0.0,01-31-25 Realistic AMR
2339,2025-01-31 23:55:25,0.0,46.4,43.3,No Reading,On,1,0.32584410978184375,424.9796167961529,-0.003,0.7762525641566972,4.517,-0.03505717241379308,0.436,190.902,425.388,1.008,3.005,1.4544,427.7784,1.4131,N2,Setpoint,38.0,N2,Setpoint,38.0,38.0,Ar,Setpoint,1.7,Ar,Setpoint,1.7,1.7,O2,Setpoint,40.0,O2,Setpoint,40.0,40.0,0.37,Closed,0.0,0.4,Closed,0.0,5.5,N2,Setpoint,101.3,N2,Setpoint,101.0,101.1,Air,Air,215.2,Setpoint,19.0,Setpoint,18.9,18.9,0,Picarro,No Reading,10 ppm,10 ppm,No Bubbler,No Bubbler,41.49,40.01666666666665,0.6669444444444442,3.3999999999999986,1.4544,26.333333333333314,0.0,01-31-25 Realistic AMR
2340,2025-01-31 23:55:35,0.0,46.3,43.3,No Reading,On,1,0.39249904761904764,424.7806286031746,0.062,0.7933219206349207,3.56,-0.04873533333333335,0.401,190.902,426.842,1.008,3.006,1.4538,427.3496,1.4077,N2,Setpoint,38.0,N2,Setpoint,38.0,38.0,Ar,Setpoint,1.7,Ar,Setpoint,1.7,1.7,O2,Setpoint,40.0,O2,Setpoint,40.0,40.0,0.37,Closed,0.0,0.4,Closed,0.0,5.6,N2,Setpoint,101.3,N2,Setpoint,101.0,100.8,Air,Air,215.1,Setpoint,19.0,Setpoint,18.9,19.0,0,Picarro,No Reading,10 ppm,10 ppm,No Bubbler,No Bubbler,41.49,40.18333333333334,0.6697222222222223,3.299999999999997,1.4538,26.333333333333314,0.0,01-31-25 Realistic AMR
2341,2025-01-31 23:55:45,0.0,46.3,43.2,No Reading,On,1,0.41995234138737336,424.45693311301636,-0.025,0.7861209906469213,3.237,-0.06103934918160561,0.567,190.902,424.905,1.008,3.008,1.454,427.8041,1.401,N2,Setpoint,38.0,N2,Setpoint,38.0,38.0,Ar,Setpoint,1.7,Ar,Setpoint,1.7,1.7,O2,Setpoint,40.0,O2,Setpoint,40.0,40.0,0.37,Closed,0.0,0.4,Closed,0.0,5.9,N2,Setpoint,101.3,N2,Setpoint,101.0,104.3,Air,Air,215.1,Setpoint,19.0,Setpoint,18.9,19.0,0,Picarro,No Reading,10 ppm,10 ppm,No Bubbler,No Bubbler,41.49,40.35000000000002,0.6725000000000004,3.299999999999997,1.454,26.333333333333314,0.0,01-31-25 Realistic AMR
2342,2025-01-31 23:55:55,0.0,46.3,43.3,No Reading,On,1,0.4483920880405142,424.25971263887806,0.076,0.778765205687573,3.645,-0.06258482236073237,0.465,190.902,424.365,1.008,3.009,1.454,428.2469,1.3936,N2,Setpoint,38.0,N2,Setpoint,38.0,38.0,Ar,Setpoint,1.7,Ar,Setpoint,1.7,1.7,O2,Setpoint,40.0,O2,Setpoint,40.0,40.0,0.37,Closed,0.0,0.4,Closed,0.0,5.5,N2,Setpoint,101.3,N2,Setpoint,101.0,98.6,Air,Air,215.1,Setpoint,19.0,Setpoint,18.9,18.9,0,Picarro,No Reading,10 ppm,10 ppm,No Bubbler,No Bubbler,41.49,40.51666666666665,0.6752777777777775,3.299999999999997,1.454,26.333333333333314,0.0,01-31-25 Realistic AMR
2343,2025-01-31 23:56:05,0.0,46.3,43.2,No Reading,On,1,0.4750798074074074,424.27309925341126,-0.01,0.7738992323586745,4.125,-0.05542979103313839,0.53,190.902,427.018,1.008,3.01,1.4531,428.1824,1.3898,N2,Setpoint,38.0,N2,Setpoint,38.0,38.0,Ar,Setpoint,1.7,Ar,Setpoint,1.7,1.7,O2,Setpoint,40.0,O2,Setpoint,40.0,40.0,0.37,Closed,0.0,0.4,Closed,0.0,5.7,N2,Setpoint,101.3,N2,Setpoint,101.0,100.1,Air,Air,215.2,Setpoint,19.0,Setpoint,18.9,18.9,0,Picarro,No Reading,10 ppm,10 ppm,No Bubbler,No Bubbler,41.49,40.68333333333334,0.6780555555555556,3.299999999999997,1.4531,26.333333333333314,0.0,01-31-25 Realistic AMR
2344,2025-01-31 23:56:15,0.0,46.3,43.2,No Reading,On,1,0.46128721481481477,424.4900895068226,-0.01,0.758321064717349,4.125,-0.05208398206627679,0.53,190.902,427.018,1.008,3.01,1.4535,427.9442,1.3857,N2,Setpoint,38.0,N2,Setpoint,38.0,38.0,Ar,Setpoint,1.7,Ar,Setpoint,1.7,1.7,O2,Setpoint,40.0,O2,Setpoint,40.0,40.0,0.37,Closed,0.0,0.4,Closed,0.0,5.5,N2,Setpoint,101.3,N2,Setpoint,101.0,102.9,Air,Air,215.1,Setpoint,19.0,Setpoint,18.9,19.0,0,Picarro,No Reading,10 ppm,10 ppm,No Bubbler,No Bubbler,41.49,40.85000000000002,0.6808333333333337,3.299999999999997,1.4535,26.333333333333314,0.0,01-31-25 Realistic AMR
